SNID	ra	dec	redshift	err_redshift	mu	err_mu	u	g	r	i	z	err_u	err_g	err_r	err_i	err_z	hr
19953	332.930317713	0.579332407598	0.12322799861431122	1.8400000044493936e-05	38.78511428833008	0.06735579669475555	24.005568684957236	23.16942544389104	22.583894341108536	22.334214703844623	22.736608493661183	0.5119974895481635	0.05888457069683121	0.04286735922981368	0.04879396040768803	0.2595727549800172	0.085835466347433
19968	24.3491062794	-0.311724664812	0.05593879893422127	1.5600000551785342e-05	36.6932487487793	0.09478840231895447	23.64483930850264	22.26029957683169	21.301530324341886	20.946886193383577	20.678883620782777	0.23714538606693375	0.027742861945785246	0.012384333513633824	0.011107696482143445	0.031163925959526953	-0.18498336189917097
19969	31.9098306358	-0.324044928573	0.17531700432300568	9.999999747378752e-06	39.42393112182617	0.06468100100755692	23.524710217660836	22.87438821165177	22.288722977836212	21.927348334562158	21.64969422048387	0.2969062063117773	0.03668792128908594	0.021946098394068202	0.021615908513387107	0.0711344410013947	-0.1167922013196332
20048	339.308118076	0.736299346268	0.18531599640846252	3.590000051190145e-05	39.64802551269531	0.1015319973230362	23.76257596845938	22.039920207585144	20.68673505317252	20.15532376499918	19.786755618376496	0.29195303056579835	0.02190262868441224	0.008735420372133837	0.007476296014333863	0.015474013617485178	-0.027129202795933338
20064	358.586263268	-0.917233632305	0.1048400029540062	1.809999957913533e-05	38.173824310302734	0.06533300131559372	23.301816924464998	21.705485893549998	20.724533485041622	20.24894866258043	19.87448018394626	0.260764424508768	0.017692839584691297	0.007920104682052056	0.006893503509946834	0.018963091368187253	-0.14649728720951316
20084	347.97523767	-0.577938676543	0.13972899317741394	7.999999979801942e-06	39.09730911254883	0.06909909844398499	23.108567367047577	22.71963775555132	22.103396283991703	21.60433434039384	21.42710874414336	0.3008950552983818	0.04173092627863343	0.02475694365971805	0.01770464227674391	0.06343664784618187	0.10054942740908501
20125	25.6597785971	1.03034942218	0.1662359982728958	2.9200000426499173e-05	39.20612335205078	0.07658100128173828	22.72220320938065	20.90479812509873	19.718435815182225	19.291205092418142	18.932241203132488	0.14302804076198677	0.00865561562475112	0.005576337456226941	0.005541535324643642	0.011955624257173881	-0.20624507243271495
20528	43.1213215344	-1.13943974039	0.13569100201129913	2.4700000722077675e-05	38.7773323059082	0.06028969958424568	23.960223016074455	22.62773180715715	21.60250121081383	21.052730771639922	20.836146338683555	0.411067232369054	0.03089370210874665	0.015385296744132549	0.014381865195924678	0.04195036674541375	-0.14978036184069765
20545	330.2504723	-0.423998743	0.1894569993019104	2.8599999495781958e-05	39.449764251708984	0.08529970049858093	23.456224372457577	22.19945352967571	21.33373246097399	20.886378030430002	20.62333234142383	0.20892305973286002	0.019245802134457635	0.00982780222218506	0.008510007137605776	0.026599209710700383	-0.2791194073610015
20575	325.2657212	0.142452190346	0.19870400428771973	2.4599999960628338e-05	39.46132278442383	0.07921359688043594	23.80749592289279	21.398980428583933	20.120023198541915	19.61487020982759	19.24190721315603	0.48593923434261926	0.014458405204221645	0.006175103791441962	0.005182256445735634	0.013633062497065702	-0.38374944682048096
20625	5.68315764842	-0.479387905386	0.10812799632549286	1.630000042496249e-05	38.4563102722168	0.061651699244976044	23.191812550523355	22.025145413508724	21.25875631208448	20.84457550652793	20.564937021415002	0.3109050861333435	0.027592335703349936	0.011105203499062516	0.008637721485096152	0.027405028300822667	0.06386791725893914
20764	26.1208245996	0.229791942223	0.16590100526809692	2.069999936793465e-05	39.22861099243164	0.08639080077409744	23.093483843051672	21.361666233759195	20.38286394715942	19.916019851958392	19.604226675010963	0.14416221443767555	0.009397487015507864	0.005020253611342448	0.004425419809860436	0.011729606129445132	-0.17889984842365436
21034	28.1423571745	1.24413377774	0.10854700207710266	8.199999683711212e-06	38.48472595214844	0.06437460333108902	24.11182991472551	23.122271015625966	22.676575817964405	22.427426794651375	21.983661740688405	0.35469845872506706	0.04285661228356466	0.04513932439094881	0.05588101332062706	0.1344253674942751	0.08324132110662674
21487	340.281353936	-0.211459123249	0.1891160011291504	1.739999970595818e-05	39.42863845825195	0.07900179922580719	23.549581425835655	22.36863573711929	21.516512123079643	21.068616003132888	20.7943333598249	0.2230437083923833	0.020273434452926325	0.011395214225158238	0.009873238590062871	0.02828383209990983	-0.2958617715115892
21502	353.600403361	-0.890216710479	0.08916319906711578	2.344799941056408e-05	37.859092712402344	0.08876589685678482	23.96298073466088	22.595586498184424	21.747724070531994	21.369027185376147	21.0912531699254	0.6051682141599831	0.03598439992912658	0.01745253651450051	0.016344075618759404	0.05626384681842918	-0.08506507302213606
22075	29.9637020504	1.21659645222	0.13002799451351166	1.779999911377672e-05	38.61122512817383	0.08322860300540924	23.733319246224745	23.237431151022193	22.240577816733712	21.845463304281093	21.548649906057005	0.25523181279948826	0.04906749170878673	0.030328090039654535	0.03397118856183688	0.08237950311758448	-0.21489122215164258
