SNID,ra,dec,u,g,r,i,z,err_u,err_g,err_r,err_i,err_z,redshift
13135,4.174375768,-0.425158384,19.7041,17.77299,16.74529,16.27315,15.89987,0.06360592,0.006972373,0.004872803,0.004681161,0.009017265,0.1046709
13152,7.05213412056,0.117997614178,22.61527,21.6678,21.04876,20.87872,20.48062,0.2873923,0.06288296,0.05497845,0.06548601,0.1868375,0.2035295
13174,13.2346819244,0.447855174065,21.74407,20.1396,18.95968,18.43806,18.06355,0.1485037,0.02156162,0.01238929,0.01195306,0.02458103,0.2361808
13305,331.100141267,0.690809629098,20.955,20.02075,19.43531,19.13384,18.99397,0.104935,0.02382115,0.02216837,0.02648087,0.07734242,0.2146839
13354,27.564739615,-0.886700963241,20.04924,19.04398,18.42653,17.9653,17.7821,0.07369214,0.01592621,0.01362802,0.01312622,0.03851281,0.1576255
13529,21.7200907945,0.336796752737,22.30577,21.71244,21.0099,20.88067,20.78274,0.3649628,0.08554669,0.06847537,0.09008446,0.3355226,0.3024478
1354,354.802726408,0.0902360473456,20.31153,19.34413,18.60386,18.2882,18.04813,0.07612262,0.01681688,0.01329212,0.01382491,0.04195096,0.2494739
13545,52.3427436579,0.596292245415,21.48123,19.38187,18.16841,17.56507,17.13941,0.2391336,0.01848182,0.01014521,0.009078527,0.01856254,0.214018
13689,4.01523681835,0.808346320798,20.40722,19.46044,18.82449,18.55074,18.27085,0.08659117,0.01896085,0.01593184,0.0182713,0.04492745,0.2518026
1371,349.373744326,0.429687074666,20.60242,18.61513,17.54534,17.10148,16.68448,0.08341342,0.009110699,0.005850279,0.006095658,0.01183973,0.1190151
