cid	redshift	err_redshift	mu	err_mu	u	g	r	i	z	err_u	err_g	err_r	err_i	err_z
15301	0.17983299493789673	3.239999932702631e-05	39.60409927368164	0.07140360027551651	24.238194783208083	23.522407488897855	22.649131336398796	22.25408305658442	22.209703921391718	0.5778535945039852	0.07199903222230816	0.04634532741321431	0.04329593649189203	0.14635925441459186
15303	0.2343509942293167	1.340000017080456e-05	40.61370086669922	0.11431799829006195	23.231549575399974	22.27187058728687	21.528544247591142	21.141411567045466	21.011725528619575	0.184944692252965	0.024792592354186748	0.0159854002231386	0.015109614953529209	0.04970849603182848
15325	0.2139970064163208	3.809999907389283e-05	39.98939895629883	0.09125369787216187	23.88604200888153	21.916288107800085	20.628654588379135	20.119689279977155	19.790940526738908	0.3592682880897582	0.01623189599552332	0.007320049498418444	0.005575582601310197	0.013984834804585627
15351	0.31635499000549316	2.010000025620684e-05	40.785701751708984	0.17781700193881989	23.970716645062783	22.861797391718312	21.840076644392312	21.37856519287744	20.902735947451706	0.3836576919908395	0.041313889943544346	0.019620757749453297	0.016679888557411655	0.038519255992968675
15356	0.2749269902706146	0.00010119999933522195	40.41849899291992	0.116566002368927	24.11672330745067	23.524710217660836	22.118020621762607	21.608141411574387	21.16826401057198	0.37790671709991785	0.062301126314075826	0.021874576771570217	0.01970001011055811	0.050629685864852024
15359	0.3119730055332184	1.3099999705445953e-05	40.56100082397461	0.13259199261665344	24.488691324621065	23.970484922469918	23.217562442122887	23.00570480933129	22.31892239182042	0.7490926317265031	0.1088632428095619	0.05958520291712614	0.06374352970453608	0.14524568948967143
15365	0.1879580020904541	1.8599999748403206e-05	39.836299896240234	0.0782397985458374	22.895272495988294	21.411965117625193	20.360546303193374	19.827561574064752	19.454868467438594	0.14467876022183238	0.016586264335148454	0.008577524412254244	0.008449150164847097	0.01862347982490607
15383	0.3160629868507385	6.289999873843044e-05	41.084800720214844	0.14496499300003052	24.549158898546622	23.922554521455343	22.70256779309884	22.149388278891138	21.80609452669345	0.49193720404677427	0.07791362718984066	0.029685678243602628	0.024204448193810346	0.06601213000731476
15419	0.2777869999408722	0.009999999776482582	40.59939956665039	0.14424799382686615	25.210887651471158	24.35318164603794	23.199188889667216	22.81844397224946	22.617021622112382	1.0719375506508357	0.18853707016443536	0.08352254915470247	0.09013053871108843	0.27812831429248897
15421	0.18544499576091766	1.52000002344721e-05	39.75669860839844	0.0699881985783577	23.430559025486183	22.672011681684022	22.09842723090292	21.81163199110721	21.70807818178048	0.18058026559345136	0.0313318453667375	0.021380079374517958	0.021714724095162587	0.07199310584803906
15425	0.15989230573177338	3.467610076768324e-05	39.07279968261719	0.07699380069971085	23.225116430668923	21.36481481848318	20.383289475757756	19.973708272577486	19.71659167681147	0.1572626500662017	0.010699704321817773	0.006179886198780101	0.00606786443465632	0.013492241594130509
15433	0.22068099677562714	2.9299999368959107e-05	40.100101470947266	0.08295579999685287	23.737985072935793	22.358614297067515	21.150001297012576	20.630256363252528	20.262572579008584	0.22677952597230525	0.024870079313052507	0.01083149065271017	0.008629251824234149	0.021151100951338656
15440	0.262253999710083	4.270000135875307e-05	40.445499420166016	0.10993500053882599	24.010846246498467	22.69789331306431	21.377501267064957	20.87360056001934	20.517199256747283	0.3061223009207306	0.02641862417592237	0.01075102157698794	0.009179284538995762	0.024382120358736884
15443	0.18190829455852509	1.5225999959511682e-05	39.66419982910156	0.08707209676504135	23.064434016446654	22.213831329041355	21.392491945898186	20.96346264063111	20.65895113676624	0.13985328325300408	0.020467253170101937	0.011234728156484318	0.010014917902083349	0.030223955290614123
15459	0.126787006855011	1.5899999198154546e-05	39.2577018737793	0.06577789783477783	23.491416742857254	22.54611751241578	22.065668533314224	21.934607258363144	21.765668039595308	0.47490712648754696	0.03422564990286403	0.02286920822649115	0.02472749995129771	0.09125596836519105
15461	0.18616899847984314	2.990000029967632e-05	39.62419891357422	0.06735020130872726	24.167465342389434	24.468894614649027	24.10643314245807	23.549581425835655	24.080869961937253	0.7771132231830287	0.18773959366300655	0.14679563150557368	0.09953237039998493	0.6731667066826627
