# sn id, amp_1, amp_2, mean_1, mean_2, std_1, std_2
1.616300000000000000e+04,2.936488060491906360e-01,7.063511939506569304e-01,6.032779327700107608e+00,6.639846926352372947e+00,1.988934420008320325e+00,8.436640573214547745e-01
7.147000000000000000e+03,7.339388006913809548e-01,2.660611993087667604e-01,9.582829445494494891e+00,2.001083659553898553e+00,1.274106498971256052e+00,8.641166601168286387e-01
5.103000000000000000e+03,4.152605156612469983e-01,5.847394843388087349e-01,2.215199984974802749e+00,3.930946053273436824e+00,6.560098063722955564e-01,5.587311932845973050e-01
1.716800000000000000e+04,6.517856429356374548e-01,3.482143570644576358e-01,1.796046559714505664e+00,3.482683370969879011e+00,5.104243131765551222e-01,7.898735209101459542e-01
1.860200000000000000e+04,3.711594858214815051e-01,6.288405141784454422e-01,3.097096348793079379e+00,5.135194729420368809e+00,9.727808357230596226e-01,8.376276856108684221e-01
1.564800000000000000e+04,7.250713373062855904e-01,2.749286626938997058e-01,8.760788732195367245e+00,1.783503100729781687e+00,1.221747572034422191e+00,7.997785090239369898e-01
3.674000000000000000e+03,7.645781702055113316e-01,2.354218297946430449e-01,8.208372575382497871e+00,1.690360930249859672e+00,1.357753966261988188e+00,7.206451093283924303e-01
1.865000000000000000e+04,6.493644384133876457e-01,3.506355615866182940e-01,1.653525424941326927e+00,3.117020095859265982e+00,4.877877330134153810e-01,8.211497975715100761e-01
1.536500000000000000e+04,4.944970103507809744e-01,5.055029896492153618e-01,2.557509636123100005e+00,8.160001753827538451e+00,7.263012670156882011e-01,1.262804490706933347e+00
1.512900000000000000e+04,7.450042078270684431e-01,2.549957921726702659e-01,1.752166993924959337e+00,4.419826377898641745e+00,5.550636052197621684e-01,1.753069321453072371e+00
1.080500000000000000e+04,3.439069651822136975e-01,6.560930348177896887e-01,5.536620781795924984e+00,6.171718675390344799e+00,7.991512425167580647e-01,6.279525154759522110e-01
2.057500000000000000e+04,7.198820711867028876e-01,2.801179288134625911e-01,8.329630363975333296e+00,1.665925575859991570e+00,1.301229075024775694e+00,7.841394263404382059e-01
1.721800000000000000e+04,7.201840977418073608e-01,2.798159022583471822e-01,5.102652956536288364e+00,2.032865304678182383e+00,1.268580776621649253e+00,7.787953161321643503e-01
1.602100000000000000e+04,5.634183226896681829e-01,4.365816773102737525e-01,4.560580138489786606e+00,3.452236945384478783e+00,7.608668302441135012e-01,7.132696326023081346e-01
2.054500000000000000e+04,4.248607666465361032e-01,5.751392333535455537e-01,1.952002141028258420e+00,4.817215268229461778e+00,7.388261966683986603e-01,1.288084651945682557e+00
1.606900000000000000e+04,6.938925020116997189e-01,3.061074979882467129e-01,5.415934719982491430e+00,6.139560114004495084e+00,5.912234036841418350e-01,1.127064136497744284e+00
1.295000000000000000e+04,6.743648185268110717e-01,3.256351814731413552e-01,1.864195853771195122e+00,2.452026003828410960e+00,3.657296892388592902e-01,6.093241864633146543e-01
2.103400000000000000e+04,6.590583954530717659e-01,3.409416045469033651e-01,6.144997971926688507e+00,5.059171725534158170e+00,3.249567083204913387e-01,4.136134018339542306e-01
2.150200000000000000e+04,8.840483223023440917e-01,1.159516776976804858e-01,1.069330686224305715e+01,3.337411794726647951e+00,7.257211722199625736e-01,4.796535887426444655e-01
4.019000000000000000e+03,4.888355030597612561e-01,5.111644969402333594e-01,3.613875813911183066e+00,5.532494597620289056e+00,9.875153564165162212e-01,1.147218180505832796e+00
8.213000000000000000e+03,7.295416806683281408e-01,2.704583193318367274e-01,7.949317725365944831e+00,1.831994344421304266e+00,1.474307884854469952e+00,7.460834174252384265e-01
6.936000000000000000e+03,3.777583206193347864e-01,6.222416793806707647e-01,3.901117662307027611e+00,5.486537963278570906e+00,1.112988966932765722e+00,1.019298213387411112e+00
1.442100000000000000e+04,6.775725419505449487e-01,3.224274580494094211e-01,9.054791086840303649e+00,1.817485482298024424e+00,1.088696736993187697e+00,9.397810482488527795e-01
2.148700000000000000e+04,7.700317113861526730e-01,2.299682886137490445e-01,5.995743163342782900e+00,4.861501268097512707e+00,7.865046000338374865e-01,2.021465170727836380e+00
1.607300000000000000e+04,7.061619061952978393e-01,2.938380938047262525e-01,5.226322782566598768e+00,3.390454248693877570e+00,6.362890213305986142e-01,9.762219622016669041e-01
1.869700000000000000e+04,7.087698416980831029e-01,2.912301583017826156e-01,6.082534693203585974e+00,3.550105905114530724e+00,7.155202473705992716e-01,1.189895044243624689e+00
1.289800000000000000e+04,2.904252698125902032e-01,7.095747301872574742e-01,3.291599112270762184e+00,6.479943743294872327e+00,1.292356784145037851e+00,7.635513646576476132e-01
1.530100000000000000e+04,5.664168063296024513e-01,4.335831936703922751e-01,5.300101289062908450e+00,2.577713204617571918e+00,1.144183437586789420e+00,8.979422733530117995e-01
2.008400000000000000e+04,5.951395832743664460e-01,4.048604167258201825e-01,6.460005471653377462e+00,2.775974118205110308e+00,1.599000809490603636e+00,1.387002083960616527e+00
1.427900000000000000e+04,5.921488348073861152e-01,4.078511651926507442e-01,7.696959043504952191e+00,6.971959498909320097e+00,5.777941427063287838e-01,7.843946214397108374e-01
6.406000000000000000e+03,5.159559269789663061e-01,4.840440730210056053e-01,2.633160702207190340e+00,5.084619332491947752e+00,8.900309371182950624e-01,1.236542053001381536e+00
1.546100000000000000e+04,3.163037588403127542e-01,6.836962411597791167e-01,2.047540055302759843e+00,5.878911201588230107e+00,6.780428574721768520e-01,1.706712697462485995e+00
6.962000000000000000e+03,4.579389210710375080e-01,5.420610789289243003e-01,6.785369022899383040e+00,2.176548981999820054e+00,2.017717641388286687e+00,6.807529850023164020e-01
1.389600000000000000e+04,4.150849116312415044e-01,5.849150883688123415e-01,3.836327835626000216e+00,2.090424435469724784e+00,9.587944988202871111e-01,6.270638592085617802e-01
1.002800000000000000e+04,4.890068863743390892e-01,5.109931136256797846e-01,5.520268024617103642e+00,6.434916564218641000e+00,7.322626541674379652e-01,7.782555738932096512e-01
3.592000000000000000e+03,6.640850409399466914e-01,3.359149590600924440e-01,2.053405968614270272e+00,4.037597745642767855e+00,6.277099493566400401e-01,1.208033624816270635e+00
1.915500000000000000e+04,5.038595213748554569e-01,4.961404786251437660e-01,6.578162291821481489e+00,4.004015400036144534e+00,1.307894414305063924e+00,1.248596627664331438e+00
1.542500000000000000e+04,7.720743632065832918e-01,2.279256367936436933e-01,8.275681041086237144e+00,1.743342147530007713e+00,1.510958052858884182e+00,7.443630002702597004e-01
2.062500000000000000e+04,5.659102164395978241e-01,4.340897835603680921e-01,5.145664580905600083e+00,2.379846260063313679e+00,1.070328473429278171e+00,9.441840427269924119e-01
1.586600000000000000e+04,7.104094113551219225e-01,2.895905886451231037e-01,8.706332320420527182e+00,1.723297078808226912e+00,1.183963727405780375e+00,8.688121218784351507e-01
1.883500000000000000e+04,6.507491831756045952e-01,3.492508168245459510e-01,7.516936619941469111e+00,2.277988281516444946e+00,1.388256314730746510e+00,1.076513519478093261e+00
1.935300000000000000e+04,7.494795639622011674e-01,2.505204360378594508e-01,6.261245261786632987e+00,3.816789302413161167e+00,5.921353404361631156e-01,1.435331747849524442e+00
1.428400000000000000e+04,7.373573171179824692e-01,2.626426828820399573e-01,4.382443475971071756e+00,3.570994188750511444e+00,5.323552903507787759e-01,7.026928983203406531e-01
1.371000000000000000e+03,6.041981025593400334e-01,3.958018974408598067e-01,8.564953747773607518e+00,7.009405794785057431e+00,9.980158022066925039e-01,1.383935269540942148e+00
7.620000000000000000e+02,7.219789340152784618e-01,2.780210659848660337e-01,8.452371253779315197e+00,1.763257466537719642e+00,1.318186179639236677e+00,7.972643194099342523e-01
7.600000000000000000e+03,7.520540497629750742e-01,2.479459502372199642e-01,8.277416962755452801e+00,1.718492588435460267e+00,1.296716649588415926e+00,7.576345839217130118e-01
8.921000000000000000e+03,4.697672643443634999e-01,5.302327356556445492e-01,4.170041757668824900e+00,2.745775855322664327e+00,6.486134314773407405e-01,6.242461563120604850e-01
1.611600000000000000e+04,4.897857131394220409e-01,5.102142868606022175e-01,2.658777148866880768e+00,3.940991294918912757e+00,6.499954117727584357e-01,6.893758487930884415e-01
6.057000000000000000e+03,3.788339342467625936e-01,6.211660657531999918e-01,5.613444662581491329e+00,4.402531611648528909e+00,1.031599523302190402e+00,8.526034390276973074e-01
1.286000000000000000e+04,5.147603433618566093e-01,4.852396566381863008e-01,6.675888838058573249e+00,8.075058525919271091e+00,8.873330222312341142e-01,9.054238812661008495e-01
6.530000000000000000e+03,7.769590253839924188e-01,2.230409746161680085e-01,8.213220909784896051e+00,1.743988279758814874e+00,1.373667866375372082e+00,7.286842622615276044e-01
1.874900000000000000e+04,7.136050847749463300e-01,2.863949152252242003e-01,8.464326878619123917e+00,1.743550384589199753e+00,1.286374477285636475e+00,7.567746850381653623e-01
2.006400000000000000e+04,1.168773363774050222e-01,8.831226636226562343e-01,5.831694553526890701e+00,9.036143383880427038e+00,2.317383239611287671e+00,9.558889647347528218e-01
1.794000000000000000e+03,6.439404116313783843e-01,3.560595883685264140e-01,1.634846154762392034e+00,3.074477687845892593e+00,4.826037955854722283e-01,8.096542889637934337e-01
1.335400000000000000e+04,6.652561471330686871e-01,3.347438528668969515e-01,5.128927004912555709e+00,4.183484894240325325e+00,3.941885168495131708e-01,6.124167061093694908e-01
1.542100000000000000e+04,3.053781671364031447e-01,6.946218328635476169e-01,3.100751517512918554e+00,4.782584845396711692e+00,8.346167636314453242e-01,6.120653922507709455e-01
1.769500000000000000e+04,4.588219046336405316e-01,5.411780953663685167e-01,2.369065580388620251e+00,4.167970942543149704e+00,7.355188052228641693e-01,7.448353995992812449e-01
1.523400000000000000e+04,7.885435920675708532e-01,2.114564079324085522e-01,5.939674154553824081e+00,4.570384726961431276e+00,4.781927199954408292e-01,1.075470979576850672e+00
1.995300000000000000e+04,6.614339129726463096e-01,3.385660870274660450e-01,2.012208335354265021e+00,3.456207204498255692e+00,5.397914183646602693e-01,8.165857306059429721e-01
2.207500000000000000e+04,2.363010713255841999e-01,7.636989286746362904e-01,2.290870568609348013e+00,1.018903273518824903e+01,9.481922026977951390e-01,8.319756021134031565e-01
2.440000000000000000e+03,2.962086884809315146e-01,7.037913115189818880e-01,3.260714641957907389e+00,4.376691871570203674e+00,6.362926360430118944e-01,4.015359858796228032e-01
2.372000000000000000e+03,5.972592488994709070e-01,4.027407511006027563e-01,6.618708970123259760e+00,2.264146376478078260e+00,1.694450808790661789e+00,6.842680872234728762e-01
8.254000000000000000e+03,3.097947256747021205e-01,6.902052743255215894e-01,2.855865823355575372e+00,4.340177359977317906e+00,7.513474054910644906e-01,5.349109080648265513e-01
1.443700000000000000e+04,2.515685550233709433e-01,7.484314449769327027e-01,1.897220576916252899e+00,7.992096866041166869e+00,7.745479074045960033e-01,1.669953125628015345e+00
