# sn id, amp_1, amp_2, amp_3, mean_1, mean_2, mean_3, std_1, std_2, std_3
1.716800000000000000e+04,3.263878698005301393e-01,2.009767216468379136e-01,4.726354085525590332e-01,2.591996400066676642e+00,3.953859710831059804e+00,1.571460269426397938e+00,4.637146373430968138e-01,6.239695102770429491e-01,3.645588673094959931e-01
1.860200000000000000e+04,2.421783899818160113e-01,3.779465099231625880e-01,3.798751000949368017e-01,2.606357639992852082e+00,5.573006601677976235e+00,4.320455039430970423e+00,7.481042217465556643e-01,6.767679089486671185e-01,6.329586207490003336e-01
1.564800000000000000e+04,2.566687303379025509e-01,2.660121675035075350e-01,4.773191021585944660e-01,7.608593814592414795e+00,1.705413507405211693e+00,9.293539786279085391e+00,1.412446879341244799e+00,6.841292972621557666e-01,7.767056502643319149e-01
3.674000000000000000e+03,3.215499680968588736e-01,2.319336488308736677e-01,4.465163830721869953e-01,7.104437727433739802e+00,1.659697501536133490e+00,8.968358333510984437e+00,1.267471112700825131e+00,6.796611335819959798e-01,8.379913171612518585e-01
1.865000000000000000e+04,3.561146810004814922e-01,4.686186201596035938e-01,1.752666988398851877e-01,2.395436200185973252e+00,1.430388197928699423e+00,3.670532754503420758e+00,4.506194899813925070e-01,3.453498217133442183e-01,6.812487557435885632e-01
1.536500000000000000e+04,4.226516278485661915e-01,3.952328561499828252e-01,1.821155160012055407e-01,8.578263155477852564e+00,2.303080674138484163e+00,4.687772520949375021e+00,8.206322672285707442e-01,4.184802646090867717e-01,1.494721013911229690e+00
1.512900000000000000e+04,6.748433559487917455e-01,9.936958654451269468e-02,2.257870575066703023e-01,1.638158216405157575e+00,6.158096126975730833e+00,3.166617543583936545e+00,4.607599076658499548e-01,1.252145203197077450e+00,7.854767562096084399e-01
1.080500000000000000e+04,2.306637917760378798e-01,1.513483665574232029e-01,6.179878416666697571e-01,5.079221741362245801e+00,7.007728216748991379e+00,6.021321246640997771e+00,6.288170340754625220e-01,5.351171195214430298e-01,3.761746040792199319e-01
2.057500000000000000e+04,4.254864971135572382e-01,2.680543017057137045e-01,3.064592011806375749e-01,8.968518607387110819e+00,1.571788875070324609e+00,7.262626920778093798e+00,8.241769027308505358e-01,6.553991549919377935e-01,1.469092472280649542e+00
1.721800000000000000e+04,2.434747383845513313e-01,4.368654010425329637e-01,3.196598605727242193e-01,1.867818766161564614e+00,5.298361494575844155e+00,4.611902313015809440e+00,6.667468401998838390e-01,1.381420566674802508e+00,1.093433776012441516e+00
1.602100000000000000e+04,2.615070959413933194e-01,2.782845151254807470e-01,4.602083889330675914e-01,4.887640812924791689e+00,3.068905746415448554e+00,4.225294784644482604e+00,8.170421996612841076e-01,5.545503597221447256e-01,5.222627822320261570e-01
2.054500000000000000e+04,3.815145406763519320e-01,2.743613387882455346e-01,3.441241205353712806e-01,1.785996659614121906e+00,5.793542528544996628e+00,3.861952020780901496e+00,6.071588725770038497e-01,9.291899587834220320e-01,7.913452884233321827e-01
1.606900000000000000e+04,4.703436023739269722e-01,3.543871162153402476e-01,1.752692814106648067e-01,5.713271073327025107e+00,4.963176495835670110e+00,6.797286812863845284e+00,4.427511571631825849e-01,5.501878770392538698e-01,9.049481268592246552e-01
1.295000000000000000e+04,1.504263386037864858e-01,4.209688534851547259e-01,4.286048079110063025e-01,2.805649502084233582e+00,1.653592863432259197e+00,2.187234814455558229e+00,5.888504396620317660e-01,2.904022938896352324e-01,3.025619091438184194e-01
2.103400000000000000e+04,4.516939524279428575e-01,3.292296283155433101e-01,2.190764192562613677e-01,6.298916076309608592e+00,5.685633196175616355e+00,4.828148234198527788e+00,2.363442072813923822e-01,2.803641690229797812e-01,2.922828410114063913e-01
2.150200000000000000e+04,2.525545980199717100e-01,1.158408505094840474e-01,6.316045514707422370e-01,9.931811973571829100e+00,3.334642026782645097e+00,1.099701691968586026e+01,7.806499173088653487e-01,4.714265633184633320e-01,4.157866241902428706e-01
4.019000000000000000e+03,3.546105996610784961e-01,2.153440854482857048e-01,4.300453148906557832e-01,3.168601295562361919e+00,6.391431488428438890e+00,4.870717044670644036e+00,7.597320828950239191e-01,9.779957344730864088e-01,6.979362031986756643e-01
8.213000000000000000e+03,3.114049506422465474e-01,2.606761160322956794e-01,4.279189333252070293e-01,6.682983945569465511e+00,1.765898634536449352e+00,8.771275467319391339e+00,1.419638270473369879e+00,6.696925105974415038e-01,9.139117921583327364e-01
6.936000000000000000e+03,4.803907626647481166e-01,2.476609533270983932e-01,2.719482840081134389e-01,5.004061868552194703e+00,3.323764483696506122e+00,6.106162724438810585e+00,6.999885108953345370e-01,8.798974532885819322e-01,9.817857258556131894e-01
1.442100000000000000e+04,2.344654503966823456e-01,3.052741216062292429e-01,4.602604279970097245e-01,7.898928654438738484e+00,1.670458963807609054e+00,9.471401439273227751e+00,1.525372135308730615e+00,7.162565810448333625e-01,7.142004857082208114e-01
2.148700000000000000e+04,1.175152734006831151e-01,5.273360881112694187e-01,3.551486384881384351e-01,3.419930560741350600e+00,5.909519211726784071e+00,6.241630790611681689e+00,1.258416877939464440e+00,6.681462174071619575e-01,1.168981293403322352e+00
1.607300000000000000e+04,4.833871401731660855e-01,1.684052173556697951e-01,3.482076424712214902e-01,5.509687129997489663e+00,2.827109134964240766e+00,4.444080628830876734e+00,4.931664597489989199e-01,7.973767632830015550e-01,5.630339122845252620e-01
1.869700000000000000e+04,5.184228002848175754e-01,1.673610001252388846e-01,3.142161995899329097e-01,6.385251384326415369e+00,2.811009172097056030e+00,4.978425201541978318e+00,5.152037729892142703e-01,9.075319043277004782e-01,6.808919793841794466e-01
1.289800000000000000e+04,5.649250058618136006e-01,1.788110329712047364e-01,2.562639611667729134e-01,6.729926627619547297e+00,2.531343460929699862e+00,5.070677550778559528e+00,5.833691559227738299e-01,9.408827454425483516e-01,8.105452524741671994e-01
1.530100000000000000e+04,3.354350024683702691e-01,3.336079927577653703e-01,3.309570047738052412e-01,2.245346787909378694e+00,4.328264665881429885e+00,5.809237902847911528e+00,6.804586194706929714e-01,8.576614030212775797e-01,1.061448079050770765e+00
2.008400000000000000e+04,2.911097912322167525e-01,2.852824868630290944e-01,4.236077219046064379e-01,7.540855509110333088e+00,2.081741096070000463e+00,5.144820880522312123e+00,1.301565287835946272e+00,9.282090952428866393e-01,1.102526940623677731e+00
1.427900000000000000e+04,3.521967422291443217e-01,4.477422251281811816e-01,2.000610326426761898e-01,8.030276112780896369e+00,7.292798284547892251e+00,6.536686828748552891e+00,5.005789838352946441e-01,4.475399707944112127e-01,7.191841429404705055e-01
6.406000000000000000e+03,3.459465568650712530e-01,3.844833360624168028e-01,2.695701070725154969e-01,4.088143163088103549e+00,2.262204621291263873e+00,5.696906486548605208e+00,8.000467995586870718e-01,6.609392162396079407e-01,1.143982735659982986e+00
1.546100000000000000e+04,3.757679931439950605e-01,3.494359412652124353e-01,2.747960655906493410e-01,5.118556638735044295e+00,2.113345290268237253e+00,7.296922339633375110e+00,1.099182929813444787e+00,7.204053608060034808e-01,1.236455515673453354e+00
6.962000000000000000e+03,2.364418439238374081e-01,4.867682800253146369e-01,2.767898760508433753e-01,4.403180785395012897e+00,2.044976193845728485e+00,8.131010290010628694e+00,1.168569160926233863e+00,5.636604561788227663e-01,1.157400497136799933e+00
1.389600000000000000e+04,2.496785999562524949e-01,3.404275582481438023e-01,4.098938417955988456e-01,4.258786090956749426e+00,2.978840909538198023e+00,1.799771630775674591e+00,8.948617065274920845e-01,5.769965640780635452e-01,4.588405205616320481e-01
1.002800000000000000e+04,4.614528856957030301e-01,2.850420814951939441e-01,2.535050328090588390e-01,6.021526166571207206e+00,6.772459599195899571e+00,5.043531123309972664e+00,5.076295744448128255e-01,7.643428268198324549e-01,6.065214405793994956e-01
3.592000000000000000e+03,3.169177131790716917e-01,5.043896178599182045e-01,1.786926689609969199e-01,3.072081012935564015e+00,1.801721233532405542e+00,4.687149726065026556e+00,6.443241093125403607e-01,4.618553946262786147e-01,1.146497867502565216e+00
1.915500000000000000e+04,3.026563524471520550e-01,3.737994506216628099e-01,3.235441969311712018e-01,3.356698807285527053e+00,5.276610059033385980e+00,7.148030112509173861e+00,1.007425748739002369e+00,9.219790703996519898e-01,1.137704981099207702e+00
1.542500000000000000e+04,3.273188409637836083e-01,2.228159268597564580e-01,4.498652321764203821e-01,7.005006314383992461e+00,1.699833789987172716e+00,9.147568328234473967e+00,1.390229141549032654e+00,6.916363379489597341e-01,9.071573541681191566e-01
2.062500000000000000e+04,3.676397452257167964e-01,3.033398548976151132e-01,3.290203998766220717e-01,4.119279816177409792e+00,5.843910049248639105e+00,1.999721890751165798e+00,7.488532150391261633e-01,8.092874114952904874e-01,6.965744794626506087e-01
1.586600000000000000e+04,4.477491633829607243e-01,2.752154252817682334e-01,2.770354113352386238e-01,9.217866057554770620e+00,1.598414052945076769e+00,7.641301179757081563e+00,7.639877904863562330e-01,6.859579114547245116e-01,1.482480185650900895e+00
1.883500000000000000e+04,2.598356445901212619e-01,4.974269871751925143e-01,2.427373682346341544e-01,1.809476878947481104e+00,7.983583068338647060e+00,5.132350979776205691e+00,6.771394589591120949e-01,1.097478932425427489e+00,1.537240905818536341e+00
1.935300000000000000e+04,6.055433948273885036e-01,1.129422047225620840e-01,2.815144004500555464e-01,6.458076041323493222e+00,2.596545127460995861e+00,5.132789886364375498e+00,4.428262121346109859e-01,1.031324535682696331e+00,7.007041107007424552e-01
1.428400000000000000e+04,2.053049104616629650e-01,5.603570370256449884e-01,2.343380525126449732e-01,4.667001127010971473e+00,4.330840750227405778e+00,3.347074496053641379e+00,7.255049896459389025e-01,3.462181406005562789e-01,5.348528225209621123e-01
1.371000000000000000e+03,3.702492146920369209e-01,4.306773460455941005e-01,1.990734392624184390e-01,9.106283710905090700e+00,7.730475192775183579e+00,6.270700846009083840e+00,8.270997039123478833e-01,7.959883742550230012e-01,1.297616770403132502e+00
7.620000000000000000e+02,4.738951986445204545e-01,2.644944310931271469e-01,2.616103702623508998e-01,9.056356630119704931e+00,1.658309773236599227e+00,7.118521647346555348e+00,8.146429897828283417e-01,6.564067177816446108e-01,1.508648358469912854e+00
7.600000000000000000e+03,4.498029586392018331e-01,2.397357577966470477e-01,3.104612835640283564e-01,8.914651280474782169e+00,1.647605468875565915e+00,7.235465026813256983e+00,8.416570480243389385e-01,6.612136406521319509e-01,1.381810401754781870e+00
8.921000000000000000e+03,3.402360950368688020e-01,2.888712362349272200e-01,3.708926687282120827e-01,4.423738186312508702e+00,2.340467242789250779e+00,3.326138217907090411e+00,5.362793232391455112e-01,4.578173028568964797e-01,4.296374372224120441e-01
1.611600000000000000e+04,3.151898999762026143e-01,3.929955145167085551e-01,2.918145855071488937e-01,4.268229903033720518e+00,3.309887194863229798e+00,2.285380446245423691e+00,5.930525485685564924e-01,4.582020158377718699e-01,4.937009704389471731e-01
6.057000000000000000e+03,2.669875791124864395e-01,2.069883926392576956e-01,5.260240282481336571e-01,3.743761391514462300e+00,6.334484588447615749e+00,4.848759478539705903e+00,7.402331698435173912e-01,7.652844392769030391e-01,5.330901341615594813e-01
1.286000000000000000e+04,2.654784534391132489e-01,4.229296769231924435e-01,3.115918696377240615e-01,8.570456520205679496e+00,7.395910378211296710e+00,6.263321087879782034e+00,7.823445463376745845e-01,6.398582627704578751e-01,7.853728648211952823e-01
6.530000000000000000e+03,4.737317323545100489e-01,2.176018139063544410e-01,3.086664537390576557e-01,8.955561348883161799e+00,1.695040096067591096e+00,6.994409470974674470e+00,8.209303493293357290e-01,6.650452605431530495e-01,1.321128248660268456e+00
1.874900000000000000e+04,2.925375001055326996e-01,2.789134094933510832e-01,4.285490904010153534e-01,7.398540406052150686e+00,1.685358682783802298e+00,9.112400657437468965e+00,1.386264252518492057e+00,6.743239490653246682e-01,7.824982495241800118e-01
2.006400000000000000e+04,4.422603332485611216e-02,6.225724461776225294e-01,3.332015204974810296e-01,3.393472247168687339e+00,9.370036374675006385e+00,8.037207191576809961e+00,1.290340974864172541e+00,7.875405003951916338e-01,1.046534235112904998e+00
1.794000000000000000e+03,1.830584654662291699e-01,4.651952140798875646e-01,3.517463204538437971e-01,3.586123219669924644e+00,1.415461320713515603e+00,2.366775917039956934e+00,6.936759309087290326e-01,3.423709679855651000e-01,4.489690101410956924e-01
1.335400000000000000e+04,3.669850584990331788e-01,1.872127824333470192e-01,4.458021590676382595e-01,4.690910341187009003e+00,3.857324381315134776e+00,5.313593902123256107e+00,3.377123997185529358e-01,5.420139521710073405e-01,3.103859837784157527e-01
1.542100000000000000e+04,4.428090573412848951e-01,2.031035246837766817e-01,3.540874179748229045e-01,5.066637805901722302e+00,2.723336384268989718e+00,4.158061716661740626e+00,4.968888994546541427e-01,6.927381935973965232e-01,5.175240105758075471e-01
1.769500000000000000e+04,3.612156108646377151e-01,3.048801446316868891e-01,3.339042445036535245e-01,3.350789022759199653e+00,2.007860079551826438e+00,4.552442228145322289e+00,5.381378439420317905e-01,5.614414205492285204e-01,5.978658403841734525e-01
1.523400000000000000e+04,5.763011444529000382e-01,9.908970517395039590e-02,3.246091503730371142e-01,6.132067732306407670e+00,3.932636369730486248e+00,5.318789375983772771e+00,3.671590644060632180e-01,1.090435351874465608e+00,4.971560532404238342e-01
1.995300000000000000e+04,4.325054752643543443e-01,3.759001539589315599e-01,1.915943707765991044e-01,1.732023516714906508e+00,2.656474942997859578e+00,3.932361816122591058e+00,3.921497784548500509e-01,4.496909954813638199e-01,6.681240201693129377e-01
2.207500000000000000e+04,2.348944506030058721e-01,5.390321366634702738e-01,2.260734127335453092e-01,2.267917783490422945e+00,1.055539625277541482e+01,9.290209897310061748e+00,9.031127527627431650e-01,4.830600860594116974e-01,8.701457078138533641e-01
2.440000000000000000e+03,3.369683274520330896e-01,4.989271678864873327e-01,1.641045046615587644e-01,3.875813812210887388e+00,4.543168870170179119e+00,2.884703534176713546e+00,3.588919333547213042e-01,3.169307329978175991e-01,5.243174500313827480e-01
2.372000000000000000e+03,3.305413224800700100e-01,3.940976144280187721e-01,2.753610630917929236e-01,5.532309311171384358e+00,2.228892709010666717e+00,7.836587354416796103e+00,1.338176218997674471e+00,6.527217390607180647e-01,1.186191754340998106e+00
8.254000000000000000e+03,4.744134491466647785e-01,1.879536738908094973e-01,3.376328769624682424e-01,4.556003780791140656e+00,2.453745284888940503e+00,3.725127650282194391e+00,4.419319816225952824e-01,6.063115879139086006e-01,4.696804898908747972e-01
1.443700000000000000e+04,4.291905598020611112e-01,2.418594957970783832e-01,3.289499444005338780e-01,9.016576068527314192e+00,1.829448380236242899e+00,6.525366209360498715e+00,9.955197553016499334e-01,7.027693426855636805e-01,1.453459598019932963e+00
