# logzsol	dust2	tau	tStart	sfTrans	sfSlope	c	age
# dex		1/Gyr	Gyr	Gyr		mag	Gyr
-3.822595067455335227e-02	2.080310545115989784e-01	2.127093153100010792e+00	3.425670736666951655e+00	7.884173464079355043e+00	-2.005981056045188726e+00	-2.496101911371970061e+01	7.114920256945763022e+00
-3.851835322102553638e-02	2.091421532996101673e-01	2.123158183129187027e+00	3.403127664159938170e+00	7.803049431175517192e+00	-2.019509539227589023e+00	-2.497727350509335054e+01	7.161632916533394067e+00
-3.850098828795480571e-02	2.090916944986832837e-01	2.123098465701318993e+00	3.406822718380343229e+00	7.801563111247961757e+00	-2.019036046526148542e+00	-2.497619305738536255e+01	7.159941501381962503e+00
-3.850098828795480571e-02	2.090916944986832837e-01	2.123098465701318993e+00	3.406822718380343229e+00	7.801563111247961757e+00	-2.019036046526148542e+00	-2.497619305738536255e+01	7.159941501381962503e+00
-3.850098828795480571e-02	2.090916944986832837e-01	2.123098465701318993e+00	3.406822718380343229e+00	7.801563111247961757e+00	-2.019036046526148542e+00	-2.497619305738536255e+01	7.159941501381962503e+00
-3.849744260294747644e-02	2.089733121049032472e-01	2.123752622724669248e+00	3.410549595254254385e+00	7.800977157349804791e+00	-2.018236496357670884e+00	-2.497310674284956278e+01	7.157630679821328279e+00
-3.849744260294747644e-02	2.089733121049032472e-01	2.123752622724669248e+00	3.410549595254254385e+00	7.800977157349804791e+00	-2.018236496357670884e+00	-2.497310674284956278e+01	7.157630679821328279e+00
-3.849744260294747644e-02	2.089733121049032472e-01	2.123752622724669248e+00	3.410549595254254385e+00	7.800977157349804791e+00	-2.018236496357670884e+00	-2.497310674284956278e+01	7.157630679821328279e+00
-3.849744260294747644e-02	2.089733121049032472e-01	2.123752622724669248e+00	3.410549595254254385e+00	7.800977157349804791e+00	-2.018236496357670884e+00	-2.497310674284956278e+01	7.157630679821328279e+00
-3.849744260294747644e-02	2.089733121049032472e-01	2.123752622724669248e+00	3.410549595254254385e+00	7.800977157349804791e+00	-2.018236496357670884e+00	-2.497310674284956278e+01	7.157630679821328279e+00
-3.847920731817519591e-02	2.092125172729588367e-01	2.121616645561734682e+00	3.407359710149427290e+00	7.787198084414550081e+00	-2.018164965129576327e+00	-2.497509821535730268e+01	7.165637409482509490e+00
-3.843487502097974601e-02	2.084343658790132336e-01	2.115586790122170768e+00	3.418728864797618172e+00	7.775616679357762351e+00	-2.004407690256744257e+00	-2.497316564720514265e+01	7.164849663255922430e+00
-3.843190607343317799e-02	2.084315950826323149e-01	2.116538372485167407e+00	3.419490598159192984e+00	7.778114206967384980e+00	-2.005423789242569921e+00	-2.497111595538881801e+01	7.163116989670867518e+00
-3.844022734246783229e-02	2.084819877213464900e-01	2.115397725500960391e+00	3.418612571430418523e+00	7.777048267726228481e+00	-2.004729149242339137e+00	-2.497090048502154147e+01	7.164441258462703743e+00
-3.844152781110399958e-02	2.085901968378010563e-01	2.114427680387310993e+00	3.419411115597825734e+00	7.773820736454681857e+00	-2.004012331129869651e+00	-2.497138727725385365e+01	7.165512166880436240e+00
-3.843621937041897391e-02	2.081362339095317315e-01	2.118234686734726591e+00	3.415447785149880122e+00	7.786064327278105601e+00	-2.006971127458956783e+00	-2.496975553740460896e+01	7.161986821008111903e+00
-3.843620686852405877e-02	2.081340194081389150e-01	2.118234411043370624e+00	3.415415528486160479e+00	7.786099090488407981e+00	-2.006954719292188827e+00	-2.496985380668499488e+01	7.161992899022790127e+00
-3.842279176429392457e-02	2.081059886585448770e-01	2.116979434878097699e+00	3.407419212232950745e+00	7.803527019182980418e+00	-2.008910011036091792e+00	-2.496639813915425776e+01	7.160683136129661897e+00
-3.840785205932043672e-02	2.078525113741424568e-01	2.116244855261758762e+00	3.399808650989129877e+00	7.811840224586475756e+00	-2.006010853478282563e+00	-2.496967430969840862e+01	7.162366144463937268e+00
-3.840785205932043672e-02	2.078525113741424568e-01	2.116244855261758762e+00	3.399808650989129877e+00	7.811840224586475756e+00	-2.006010853478282563e+00	-2.496967430969840862e+01	7.162366144463937268e+00
-3.829510042782492685e-02	2.074241094836476451e-01	2.116522662780380593e+00	3.431002134167898454e+00	7.795945415554737856e+00	-2.014545438076380979e+00	-2.497213464767202140e+01	7.149402242395954232e+00
-3.844538598688340691e-02	2.086536598219055627e-01	2.119024097746996294e+00	3.432116441372557336e+00	7.799993193986104245e+00	-2.006437468123699386e+00	-2.496199473083300902e+01	7.146090627452033495e+00
-3.844538598688340691e-02	2.086536598219055627e-01	2.119024097746996294e+00	3.432116441372557336e+00	7.799993193986104245e+00	-2.006437468123699386e+00	-2.496199473083300902e+01	7.146090627452033495e+00
-3.844163845576726440e-02	2.086096000405207040e-01	2.119882550518195963e+00	3.431392256985347888e+00	7.799043161332725127e+00	-2.006951840334542769e+00	-2.496176049275736375e+01	7.146620408886852793e+00
-3.843834220371877136e-02	2.085951198909113125e-01	2.120166043788927812e+00	3.432953167977669029e+00	7.802230773379029038e+00	-2.005046212844912468e+00	-2.496236955679714242e+01	7.144285381232190701e+00
-3.843834220371877136e-02	2.085951198909113125e-01	2.120166043788927812e+00	3.432953167977669029e+00	7.802230773379029038e+00	-2.005046212844912468e+00	-2.496236955679714242e+01	7.144285381232190701e+00
-3.843263507745318247e-02	2.086025810295722982e-01	2.120394658509679342e+00	3.438061380675939471e+00	7.804573839825859061e+00	-2.000145659700575340e+00	-2.496423438899013902e+01	7.140040828870403367e+00
-3.843220927861328712e-02	2.085927229829956653e-01	2.120518573482057079e+00	3.438859710485220322e+00	7.806266452049830384e+00	-1.999460524922753724e+00	-2.496557521226068488e+01	7.138836969174109370e+00
-3.843377605226493826e-02	2.085738442419419192e-01	2.120906715040991042e+00	3.437184598478584263e+00	7.804692863763306399e+00	-2.001316547964872683e+00	-2.496545875037529072e+01	7.140387397932008717e+00
-3.843044006379536109e-02	2.085590089720611440e-01	2.121245253903188743e+00	3.439071335895516501e+00	7.807629045375123589e+00	-1.999226238401737188e+00	-2.496640832664012422e+01	7.137925380585898871e+00
-3.843044006379536109e-02	2.085590089720611440e-01	2.121245253903188743e+00	3.439071335895516501e+00	7.807629045375123589e+00	-1.999226238401737188e+00	-2.496640832664012422e+01	7.137925380585898871e+00
-3.839848011979580394e-02	2.081884827278647765e-01	2.123657338959563212e+00	3.423265367234208156e+00	7.801863247622188524e+00	-2.013982472427017445e+00	-2.496617149470714381e+01	7.149403618344897460e+00
-3.839259864712083609e-02	2.083923662051574699e-01	2.122137729361207370e+00	3.424532142781655075e+00	7.803897475856977906e+00	-2.012448335662320176e+00	-2.496539029611059846e+01	7.148323867023282041e+00
-3.839290611397908060e-02	2.083879280688779312e-01	2.122038086047262073e+00	3.424539718783778053e+00	7.804475432021613202e+00	-2.012373433400920675e+00	-2.496522407417326406e+01	7.148128603386020075e+00
-3.839290611397908060e-02	2.083879280688779312e-01	2.122038086047262073e+00	3.424539718783778053e+00	7.804475432021613202e+00	-2.012373433400920675e+00	-2.496522407417326406e+01	7.148128603386020075e+00
-3.838017448401421366e-02	2.082846670284110857e-01	2.123049628086429941e+00	3.424509098291820486e+00	7.812169428767727908e+00	-2.012568997126725545e+00	-2.497160891090364743e+01	7.144837129992244407e+00
-3.838017448401421366e-02	2.082846670284110857e-01	2.123049628086429941e+00	3.424509098291820486e+00	7.812169428767727908e+00	-2.012568997126725545e+00	-2.497160891090364743e+01	7.144837129992244407e+00
-3.838017448401421366e-02	2.082846670284110857e-01	2.123049628086429941e+00	3.424509098291820486e+00	7.812169428767727908e+00	-2.012568997126725545e+00	-2.497160891090364743e+01	7.144837129992244407e+00
-3.844520849582995503e-02	2.093814993441903693e-01	2.119525803016713450e+00	3.422077576113136566e+00	7.872817957811887979e+00	-1.998265391554740145e+00	-2.496950965634034603e+01	7.123952643762515358e+00
-3.877519150472806542e-02	2.109015069735318548e-01	2.101008804745555292e+00	3.395547566790167338e+00	7.841321997583399650e+00	-1.975381876979026785e+00	-2.497082453040575700e+01	7.158387262965635323e+00
-3.877519150472806542e-02	2.109015069735318548e-01	2.101008804745555292e+00	3.395547566790167338e+00	7.841321997583399650e+00	-1.975381876979026785e+00	-2.497082453040575700e+01	7.158387262965635323e+00
-3.828113023586802305e-02	2.086739294586078541e-01	2.129642973246197446e+00	3.421394429442633722e+00	7.798464392336028617e+00	-2.002816596772471147e+00	-2.497456139487997007e+01	7.149527591672281801e+00
-3.828113023586802305e-02	2.086739294586078541e-01	2.129642973246197446e+00	3.421394429442633722e+00	7.798464392336028617e+00	-2.002816596772471147e+00	-2.497456139487997007e+01	7.149527591672281801e+00
-3.828113023586802305e-02	2.086739294586078541e-01	2.129642973246197446e+00	3.421394429442633722e+00	7.798464392336028617e+00	-2.002816596772471147e+00	-2.497456139487997007e+01	7.149527591672281801e+00
-3.828113023586802305e-02	2.086739294586078541e-01	2.129642973246197446e+00	3.421394429442633722e+00	7.798464392336028617e+00	-2.002816596772471147e+00	-2.497456139487997007e+01	7.149527591672281801e+00
-3.826283749940616319e-02	2.088787680827987048e-01	2.129261509171770594e+00	3.422082799149776644e+00	7.799549503415755147e+00	-2.000369205852150944e+00	-2.497499686583775258e+01	7.148753035381201215e+00
-3.826283749940616319e-02	2.088787680827987048e-01	2.129261509171770594e+00	3.422082799149776644e+00	7.799549503415755147e+00	-2.000369205852150944e+00	-2.497499686583775258e+01	7.148753035381201215e+00
-3.826283749940616319e-02	2.088787680827987048e-01	2.129261509171770594e+00	3.422082799149776644e+00	7.799549503415755147e+00	-2.000369205852150944e+00	-2.497499686583775258e+01	7.148753035381201215e+00
-3.826283749940616319e-02	2.088787680827987048e-01	2.129261509171770594e+00	3.422082799149776644e+00	7.799549503415755147e+00	-2.000369205852150944e+00	-2.497499686583775258e+01	7.148753035381201215e+00
-3.826283749940616319e-02	2.088787680827987048e-01	2.129261509171770594e+00	3.422082799149776644e+00	7.799549503415755147e+00	-2.000369205852150944e+00	-2.497499686583775258e+01	7.148753035381201215e+00
-3.826283749940616319e-02	2.088787680827987048e-01	2.129261509171770594e+00	3.422082799149776644e+00	7.799549503415755147e+00	-2.000369205852150944e+00	-2.497499686583775258e+01	7.148753035381201215e+00
-3.852859280273946557e-02	2.078883468105351129e-01	2.134884833358266842e+00	3.426613129644154654e+00	7.816690490342520725e+00	-2.017711664738431665e+00	-2.497439660038667242e+01	7.137868392170858556e+00
-3.854868775785968288e-02	2.077850111533660060e-01	2.137594579856710642e+00	3.425969366910297520e+00	7.820680512639004434e+00	-2.017814288364131237e+00	-2.497507510170470013e+01	7.135796285508601677e+00
-3.854868775785968288e-02	2.077850111533660060e-01	2.137594579856710642e+00	3.425969366910297520e+00	7.820680512639004434e+00	-2.017814288364131237e+00	-2.497507510170470013e+01	7.135796285508601677e+00
-3.854868775785968288e-02	2.077850111533660060e-01	2.137594579856710642e+00	3.425969366910297520e+00	7.820680512639004434e+00	-2.017814288364131237e+00	-2.497507510170470013e+01	7.135796285508601677e+00
-3.854110525561064288e-02	2.078558429521692175e-01	2.136390119074718985e+00	3.426196853847498947e+00	7.818171959272778970e+00	-2.017442983755985075e+00	-2.497323975116639261e+01	7.137029265125915067e+00
-3.855649114305713387e-02	2.078864168966983728e-01	2.137200203550893018e+00	3.424082804147718484e+00	7.820230640138403189e+00	-2.017091726641723426e+00	-2.497313848968155625e+01	7.137243595307590560e+00
-3.879381568557774967e-02	2.091245631337348421e-01	2.143774693683201171e+00	3.420264701327155876e+00	7.913355739658907595e+00	-2.000395331233275176e+00	-2.497139788591280052e+01	7.101103296444878588e+00
-3.865891662615438679e-02	2.088045995414649081e-01	2.135961367670846212e+00	3.424324793633211073e+00	7.881591144755463851e+00	-2.005595182647715635e+00	-2.496627872904829459e+01	7.113617528614489594e+00
-3.868464296745903475e-02	2.093160950791836672e-01	2.134558321251953661e+00	3.429199656487514236e+00	7.881339287032785634e+00	-2.003214940592094706e+00	-2.496704305724843920e+01	7.111137113652485020e+00
-3.868464296745903475e-02	2.093160950791836672e-01	2.134558321251953661e+00	3.429199656487514236e+00	7.881339287032785634e+00	-2.003214940592094706e+00	-2.496704305724843920e+01	7.111137113652485020e+00
-3.857393796371783035e-02	2.089123695562538907e-01	2.126168383722630839e+00	3.434695914683070228e+00	7.785895024551943600e+00	-2.012844024551458499e+00	-2.496972726496856509e+01	7.147688980571045292e+00
-3.861777204637095728e-02	2.097194791581633300e-01	2.122788573785183708e+00	3.444071239464155720e+00	7.767545229694318820e+00	-2.010426012155693165e+00	-2.497242073381507765e+01	7.150164846644981864e+00
-3.861777204637095728e-02	2.097194791581633300e-01	2.122788573785183708e+00	3.444071239464155720e+00	7.767545229694318820e+00	-2.010426012155693165e+00	-2.497242073381507765e+01	7.150164846644981864e+00
-3.861777204637095728e-02	2.097194791581633300e-01	2.122788573785183708e+00	3.444071239464155720e+00	7.767545229694318820e+00	-2.010426012155693165e+00	-2.497242073381507765e+01	7.150164846644981864e+00
-3.863177905143969082e-02	2.098014925289750365e-01	2.122596103322908156e+00	3.444987777364791004e+00	7.766318273941079653e+00	-2.010322346505998059e+00	-2.497301721342473613e+01	7.150144486191499560e+00
-3.863177905143969082e-02	2.098014925289750365e-01	2.122596103322908156e+00	3.444987777364791004e+00	7.766318273941079653e+00	-2.010322346505998059e+00	-2.497301721342473613e+01	7.150144486191499560e+00
-3.863177905143969082e-02	2.098014925289750365e-01	2.122596103322908156e+00	3.444987777364791004e+00	7.766318273941079653e+00	-2.010322346505998059e+00	-2.497301721342473613e+01	7.150144486191499560e+00
-3.858208367342621375e-02	2.097042457150494754e-01	2.122515297594813166e+00	3.443492487528838186e+00	7.766912676182304409e+00	-2.011800091603211271e+00	-2.497324590705449054e+01	7.150892437822801817e+00
-3.858208367342621375e-02	2.097042457150494754e-01	2.122515297594813166e+00	3.443492487528838186e+00	7.766912676182304409e+00	-2.011800091603211271e+00	-2.497324590705449054e+01	7.150892437822801817e+00
-3.863410389586242194e-02	2.108784691123772315e-01	2.119216108755349826e+00	3.454196698615428662e+00	7.756354108226386046e+00	-2.012605344307032418e+00	-2.497434513818740953e+01	7.149599369673063975e+00
-3.834464919628825103e-02	2.077252629565688735e-01	2.129735571177731934e+00	3.419451786030122786e+00	7.781196785665635218e+00	-2.010792074952706177e+00	-2.497101709630597455e+01	7.157578479673445848e+00
-3.835608676611627910e-02	2.078098901210573279e-01	2.129177795220384084e+00	3.419607402144277497e+00	7.781276864760036993e+00	-2.011000347310343273e+00	-2.497134261905321395e+01	7.157647232709233975e+00
-3.835608676611627910e-02	2.078098901210573279e-01	2.129177795220384084e+00	3.419607402144277497e+00	7.781276864760036993e+00	-2.011000347310343273e+00	-2.497134261905321395e+01	7.157647232709233975e+00
-3.835608676611627910e-02	2.078098901210573279e-01	2.129177795220384084e+00	3.419607402144277497e+00	7.781276864760036993e+00	-2.011000347310343273e+00	-2.497134261905321395e+01	7.157647232709233975e+00
-3.846582893202532549e-02	2.073634197576868787e-01	2.130914705450193125e+00	3.414609953496969386e+00	7.751772069566005285e+00	-2.008548150591825454e+00	-2.497056711555931585e+01	7.171511220923425078e+00
-3.846582893202532549e-02	2.073634197576868787e-01	2.130914705450193125e+00	3.414609953496969386e+00	7.751772069566005285e+00	-2.008548150591825454e+00	-2.497056711555931585e+01	7.171511220923425078e+00
-3.846718478720909107e-02	2.072254534043418417e-01	2.131141636020283059e+00	3.412336001826786980e+00	7.744559117155302985e+00	-2.007490729714909605e+00	-2.497168552851191947e+01	7.175603838644007304e+00
-3.846718478720909107e-02	2.072254534043418417e-01	2.131141636020283059e+00	3.412336001826786980e+00	7.744559117155302985e+00	-2.007490729714909605e+00	-2.497168552851191947e+01	7.175603838644007304e+00
-3.841388021569739492e-02	2.082498373249430934e-01	2.126563772946046704e+00	3.422269996335448372e+00	7.743848025937015045e+00	-1.999014753576969339e+00	-2.497013135274820073e+01	7.171133035437105008e+00
-3.926264481399333039e-02	2.154809399262216651e-01	2.138683821403596585e+00	3.495755781267417373e+00	7.852359858707245621e+00	-1.991705655403448016e+00	-2.496832456613407203e+01	7.079735988509479938e+00
-3.844365491789683564e-02	2.090986960426079733e-01	2.111551107396157700e+00	3.419381413446146656e+00	7.796380078652879853e+00	-2.016274608844124128e+00	-2.496577340279544899e+01	7.158134099451082477e+00
-3.844365491789683564e-02	2.090986960426079733e-01	2.111551107396157700e+00	3.419381413446146656e+00	7.796380078652879853e+00	-2.016274608844124128e+00	-2.496577340279544899e+01	7.158134099451082477e+00
-3.845415925260035200e-02	2.091974768269430351e-01	2.109180842798869637e+00	3.418528353133432063e+00	7.798170504041142870e+00	-2.016537385311202080e+00	-2.496494983738715590e+01	7.158798243105363390e+00
-3.849546684923714490e-02	2.096291975880301417e-01	2.101708360533554476e+00	3.414770130573096196e+00	7.801647538244632862e+00	-2.018365706707546003e+00	-2.496648961317991677e+01	7.162426944015209962e+00
-3.857628430938047498e-02	2.101739167365996031e-01	2.090112934351459284e+00	3.412562440253031681e+00	7.802482855911016202e+00	-2.020128066295258318e+00	-2.497028276161253402e+01	7.167584736368080023e+00
-3.857628430938047498e-02	2.101739167365996031e-01	2.090112934351459284e+00	3.412562440253031681e+00	7.802482855911016202e+00	-2.020128066295258318e+00	-2.497028276161253402e+01	7.167584736368080023e+00
-3.854138223708891003e-02	2.097873532754172543e-01	2.097430875210823498e+00	3.416113515185545069e+00	7.798491221788969696e+00	-2.018202973137052769e+00	-2.497080204848917973e+01	7.164298771161207391e+00
-3.854138223708891003e-02	2.097873532754172543e-01	2.097430875210823498e+00	3.416113515185545069e+00	7.798491221788969696e+00	-2.018202973137052769e+00	-2.497080204848917973e+01	7.164298771161207391e+00
-3.854138223708891003e-02	2.097873532754172543e-01	2.097430875210823498e+00	3.416113515185545069e+00	7.798491221788969696e+00	-2.018202973137052769e+00	-2.497080204848917973e+01	7.164298771161207391e+00
-3.852106036372936193e-02	2.094707213971198634e-01	2.105304105488131849e+00	3.416953806244558134e+00	7.795933316380586398e+00	-2.016618068737479952e+00	-2.496911797540954225e+01	7.161975689843259829e+00
-3.847275182864248050e-02	2.081444886478309442e-01	2.117364488133596900e+00	3.418331954805023276e+00	7.721190855933703467e+00	-1.999743473729878263e+00	-2.497141453472432104e+01	7.185476751866459288e+00
-3.847275182864248050e-02	2.081444886478309442e-01	2.117364488133596900e+00	3.418331954805023276e+00	7.721190855933703467e+00	-1.999743473729878263e+00	-2.497141453472432104e+01	7.185476751866459288e+00
-3.847275182864248050e-02	2.081444886478309442e-01	2.117364488133596900e+00	3.418331954805023276e+00	7.721190855933703467e+00	-1.999743473729878263e+00	-2.497141453472432104e+01	7.185476751866459288e+00
-3.848390491887107578e-02	2.081833822623325725e-01	2.107032163399213509e+00	3.410610748448767549e+00	7.663231006411005630e+00	-1.987536935777013181e+00	-2.497736366866428170e+01	7.215940463060806387e+00
-3.858576203739468719e-02	2.090320884047324468e-01	2.096630417100835420e+00	3.402096771133340525e+00	7.642843922058325745e+00	-1.964093016352327581e+00	-2.497835087180357760e+01	7.231940152158413682e+00
-3.855911078882647697e-02	2.088763256334796592e-01	2.104297671621124799e+00	3.408677465930639805e+00	7.682312663309716960e+00	-1.976894268492315199e+00	-2.497334723006074597e+01	7.210306674360645651e+00
-3.855911078882647697e-02	2.088763256334796592e-01	2.104297671621124799e+00	3.408677465930639805e+00	7.682312663309716960e+00	-1.976894268492315199e+00	-2.497334723006074597e+01	7.210306674360645651e+00
-3.854904165734954202e-02	2.087901407613187155e-01	2.105155455173127521e+00	3.409369062093481784e+00	7.683151350479383801e+00	-1.978981999112374934e+00	-2.497341322179415357e+01	7.209324557521637367e+00
-3.854904165734954202e-02	2.087901407613187155e-01	2.105155455173127521e+00	3.409369062093481784e+00	7.683151350479383801e+00	-1.978981999112374934e+00	-2.497341322179415357e+01	7.209324557521637367e+00
-3.853135666474175741e-02	2.087613534440608820e-01	2.109644131816608592e+00	3.411520860874028838e+00	7.706628688647390923e+00	-1.986402653457854051e+00	-2.497151087147891246e+01	7.197556346176035902e+00
-3.842421758096991463e-02	2.102917518146046605e-01	2.125258228765843249e+00	3.438201000783408290e+00	7.815710265982584559e+00	-2.010935497724045895e+00	-2.496084146384549740e+01	7.134261553592092575e+00
-3.845260937931595235e-02	2.100886153675314838e-01	2.125829366891233363e+00	3.437576653414158745e+00	7.817687084255387830e+00	-2.011184009776797232e+00	-2.496226166384151313e+01	7.133691660097441378e+00
-3.854304850207852795e-02	2.111539892225318127e-01	2.122512025378401557e+00	3.446985971817209560e+00	7.828931055156281182e+00	-2.010237840801631926e+00	-2.496504647669396348e+01	7.124690034377645809e+00
-3.856507948979375627e-02	2.113414170779697732e-01	2.122094006292410295e+00	3.447176678604857880e+00	7.828198209562348353e+00	-2.009862145125196786e+00	-2.496480324890313796e+01	7.124989861008315550e+00
-3.856507948979375627e-02	2.113414170779697732e-01	2.122094006292410295e+00	3.447176678604857880e+00	7.828198209562348353e+00	-2.009862145125196786e+00	-2.496480324890313796e+01	7.124989861008315550e+00
-3.864090194857476568e-02	2.136479306811437939e-01	2.120068795793132121e+00	3.465414243508886383e+00	7.849546996772156504e+00	-2.005090286151485657e+00	-2.496367678413809443e+01	7.106129737525868073e+00
-3.864090194857476568e-02	2.136479306811437939e-01	2.120068795793132121e+00	3.465414243508886383e+00	7.849546996772156504e+00	-2.005090286151485657e+00	-2.496367678413809443e+01	7.106129737525868073e+00
-3.874687277921407685e-02	2.181725654760748034e-01	2.116057743722020934e+00	3.501470138121394626e+00	7.896398029839406973e+00	-1.994907571208964336e+00	-2.496498140504493790e+01	7.067052087426636042e+00
-3.874687277921407685e-02	2.181725654760748034e-01	2.116057743722020934e+00	3.501470138121394626e+00	7.896398029839406973e+00	-1.994907571208964336e+00	-2.496498140504493790e+01	7.067052087426636042e+00
-3.880570471242704433e-02	2.196915559563502596e-01	2.114339214006442980e+00	3.516750837265606666e+00	7.919694671067677660e+00	-1.990962604440204231e+00	-2.496486073506389403e+01	7.049194060953457353e+00
-3.847895183224619986e-02	2.087189750331147065e-01	2.123186034652741139e+00	3.421279067055968515e+00	7.782137093233147951e+00	-2.013237657978509620e+00	-2.497483946099319851e+01	7.158389283594273067e+00
-3.858979415033711446e-02	2.087442147237728030e-01	2.119568118032044257e+00	3.421214427832584448e+00	7.772988670038405878e+00	-2.019076730163714473e+00	-2.497499526548136828e+01	7.163353245600625918e+00
-3.858979415033711446e-02	2.087442147237728030e-01	2.119568118032044257e+00	3.421214427832584448e+00	7.772988670038405878e+00	-2.019076730163714473e+00	-2.497499526548136828e+01	7.163353245600625918e+00
-3.858979415033711446e-02	2.087442147237728030e-01	2.119568118032044257e+00	3.421214427832584448e+00	7.772988670038405878e+00	-2.019076730163714473e+00	-2.497499526548136828e+01	7.163353245600625918e+00
-3.857067020635936150e-02	2.087195724880974990e-01	2.119923490758570228e+00	3.421650315652039254e+00	7.774894165970005488e+00	-2.018627096368388774e+00	-2.497265069324195963e+01	7.162215807606886919e+00
-3.857067020635936150e-02	2.087195724880974990e-01	2.119923490758570228e+00	3.421650315652039254e+00	7.774894165970005488e+00	-2.018627096368388774e+00	-2.497265069324195963e+01	7.162215807606886919e+00
-3.862511768388631611e-02	2.085497862018320103e-01	2.117550078288935378e+00	3.428689454547621196e+00	7.762312960204899248e+00	-2.025432597246426880e+00	-2.497341806631992966e+01	7.163760542168813750e+00
-3.873778224343313314e-02	2.082350961000463130e-01	2.112694794174746704e+00	3.442364643897800391e+00	7.737494671386115463e+00	-2.039008436364906807e+00	-2.497520813695068753e+01	7.167035839464698022e+00
-3.873778224343313314e-02	2.082350961000463130e-01	2.112694794174746704e+00	3.442364643897800391e+00	7.737494671386115463e+00	-2.039008436364906807e+00	-2.497520813695068753e+01	7.167035839464698022e+00
-3.880919084420805798e-02	2.081598374258518680e-01	2.110708160365127650e+00	3.443129818780861218e+00	7.721199486915558907e+00	-2.048251525275283758e+00	-2.497725270545769405e+01	7.173824585021618461e+00
-3.840794795264004802e-02	2.084092359559229779e-01	2.124217230006131274e+00	3.425637456465897124e+00	7.798268173050336038e+00	-2.013623267966387242e+00	-2.495457583019158321e+01	7.149135270147162657e+00
-3.840794795264004802e-02	2.084092359559229779e-01	2.124217230006131274e+00	3.425637456465897124e+00	7.798268173050336038e+00	-2.013623267966387242e+00	-2.495457583019158321e+01	7.149135270147162657e+00
-3.840794795264004802e-02	2.084092359559229779e-01	2.124217230006131274e+00	3.425637456465897124e+00	7.798268173050336038e+00	-2.013623267966387242e+00	-2.495457583019158321e+01	7.149135270147162657e+00
-3.843009024689104935e-02	2.083434338547975606e-01	2.124156253979534892e+00	3.424959615003879687e+00	7.797131109125910342e+00	-2.013383248421737104e+00	-2.495715999943081087e+01	7.150005362831344691e+00
-3.844907125716354179e-02	2.085810933998670791e-01	2.119736261891163487e+00	3.423350035946503667e+00	7.797825949661661760e+00	-2.014258957429089225e+00	-2.495886378465664990e+01	7.152263971125775832e+00
-3.842787300394039790e-02	2.084898885292046644e-01	2.120755722925659725e+00	3.423706657831307787e+00	7.802239170895292730e+00	-2.013738988136058339e+00	-2.496278522250046805e+01	7.149978629029668298e+00
-3.836390899802571974e-02	2.081048785734569140e-01	2.118874586009404482e+00	3.433203715445658055e+00	7.812125887985039263e+00	-2.016966617251876315e+00	-2.495508376348610824e+01	7.141060209097663147e+00
-3.842105042223506461e-02	2.084481846611167810e-01	2.120664980520024390e+00	3.424630619849682311e+00	7.802847283958677771e+00	-2.013999769704233778e+00	-2.496206513797951487e+01	7.149214309397674327e+00
-3.843868677622333530e-02	2.085694187115288145e-01	2.121377811995738494e+00	3.421379790616028149e+00	7.802415535387431156e+00	-2.014977885662107226e+00	-2.496461426866633104e+01	7.151157247546586326e+00
-3.833877980428274795e-02	2.083165874497261427e-01	2.124061900022420346e+00	3.423394941891918286e+00	7.840811402490494686e+00	-2.010752716558058761e+00	-2.496292588083955621e+01	7.134108314058914324e+00
-3.842726869544089985e-02	2.084093926726498514e-01	2.121221570946496549e+00	3.429859152535468692e+00	7.796571736910427930e+00	-2.017194209128327920e+00	-2.497097541631639572e+01	7.148317387300983761e+00
-3.838322343164734390e-02	2.080017376261464601e-01	2.120100182157304669e+00	3.443622736741851487e+00	7.793589539208404915e+00	-2.016093766067189819e+00	-2.496785803097247225e+01	7.141387537181987710e+00
-3.836365721654702576e-02	2.078368949595753301e-01	2.121714269280690068e+00	3.452207310451522737e+00	7.799267221163810326e+00	-2.019994595573922691e+00	-2.496681372875706018e+01	7.133479294323019637e+00
-3.835771844707418915e-02	2.077602010426803092e-01	2.120634629840599139e+00	3.458133379803094432e+00	7.800664110471468682e+00	-2.021218341126333584e+00	-2.496995656655738216e+01	7.129707405905496564e+00
-3.818572879677863824e-02	2.071496594332084273e-01	2.117679144261026103e+00	3.475026243683853266e+00	7.770621454406854589e+00	-2.025556166036826866e+00	-2.497557864439062669e+01	7.132179438926931958e+00
-3.811996268786344705e-02	2.067586704305597600e-01	2.116954182753177705e+00	3.479455146093259899e+00	7.771255919766389297e+00	-2.027802256077107845e+00	-2.497595630441014691e+01	7.129531616460170973e+00
-3.811996268786344705e-02	2.067586704305597600e-01	2.116954182753177705e+00	3.479455146093259899e+00	7.771255919766389297e+00	-2.027802256077107845e+00	-2.497595630441014691e+01	7.129531616460170973e+00
-3.811996268786344705e-02	2.067586704305597600e-01	2.116954182753177705e+00	3.479455146093259899e+00	7.771255919766389297e+00	-2.027802256077107845e+00	-2.497595630441014691e+01	7.129531616460170973e+00
-3.811996268786344705e-02	2.067586704305597600e-01	2.116954182753177705e+00	3.479455146093259899e+00	7.771255919766389297e+00	-2.027802256077107845e+00	-2.497595630441014691e+01	7.129531616460170973e+00
