# sn id, amp_1, amp_2, mean_1, mean_2, std_1, std_2
1.720600000000000000e+04,2.603807173404633080e-01,7.396192826597068892e-01,1.755768310946455912e+00,6.566022671678926947e+00,6.672185927510403403e-01,1.845774633619775118e+00
1.586600000000000000e+04,2.107545997043481500e-01,7.892454002960540560e-01,1.669637985098774591e+00,7.585148276943296075e+00,7.221897552366999262e-01,1.601320479777123218e+00
1.616300000000000000e+04,1.511405379066744492e-01,8.488594620932026213e-01,5.694956664088633325e+00,8.580782431866023074e+00,1.340569541007121224e+00,7.538560523377032530e-01
3.592000000000000000e+03,3.718514061145310468e-01,6.281485938855069229e-01,4.126949378752227560e+00,3.286045031941615679e+00,1.373149766081705137e+00,8.306874355761576512e-01
2.372000000000000000e+03,5.667186330740565658e-01,4.332813669259164002e-01,6.534483816775709997e+00,5.087178130664324449e+00,1.405866421754207618e+00,1.640357612566312406e+00
1.869700000000000000e+04,4.800445404258124049e-01,5.199554595742160723e-01,7.707498196384135802e+00,2.939783076779888038e+00,1.882949657261553611e+00,9.447679779159571245e-01
1.512900000000000000e+04,3.232417303882139104e-01,6.767582696119205377e-01,1.828648089602556315e+00,5.332717992947184626e+00,6.901000761576593368e-01,1.412797469927534300e+00
1.389600000000000000e+04,4.841939384083530085e-01,5.158060615916526537e-01,2.923928217695860532e+00,4.870685128992978008e+00,9.185895411429859658e-01,1.123804477104725086e+00
8.254000000000000000e+03,4.988776398902063369e-01,5.011223601097740676e-01,4.703261790469212222e+00,2.696977648139402550e+00,8.482793720800824167e-01,7.594408660079879914e-01
1.117200000000000000e+04,2.673444445569821970e-01,7.326555554431088968e-01,4.552631058847566692e+00,5.040420897335549100e+00,5.719171651518786259e-01,2.814762813475346070e-01
