# sn id, amp_1, amp_2, amp_3, mean_1, mean_2, mean_3, std_1, std_2, std_3
1.546100000000000000e+04,3.405257223252596277e-01,3.481909614337876380e-01,3.112833162408782939e-01,2.975709476132070819e+00,4.098743938061055303e+00,1.781985379416914261e+00,5.233324091364330855e-01,6.540770431000622054e-01,4.920622230070677006e-01
1.032000000000000000e+03,4.579260844320173773e-01,2.449721016840746002e-01,2.971018138838227851e-01,5.632254144047455391e+00,2.447895577092004782e+00,8.101438276733039956e+00,1.091592689236377423e+00,1.036112386133643648e+00,1.269805390908069320e+00
1.860400000000000000e+04,3.235549494699068718e-01,1.868425689609830853e-01,4.896024815689761223e-01,7.044083078778331952e+00,1.858634654821505361e+00,9.144508046798184964e+00,1.255765815852231571e+00,6.929015689133216638e-01,8.388243497263219162e-01
2.057500000000000000e+04,2.146656156259468817e-01,2.865065256650098924e-01,4.988278587089907679e-01,1.828706001074452692e+00,7.383556216410473994e+00,9.052503315249488480e+00,6.703823756065163675e-01,1.212820417715599897e+00,7.207435655670376695e-01
2.440000000000000000e+03,3.553649486765877996e-01,2.928826450353934074e-01,3.517524062880642566e-01,3.486874757465754815e+00,2.022711808498883546e+00,4.844976839207925323e+00,5.724436950311284633e-01,5.861665108154775483e-01,5.977613880572730798e-01
2.150200000000000000e+04,3.827003482909932530e-01,2.471177680806700971e-01,3.701818836282509406e-01,8.944620545681384982e+00,1.673716585909620358e+00,6.235250311827974734e+00,1.233488311657640057e+00,6.376775709545451365e-01,1.590194018273814569e+00
6.530000000000000000e+03,5.061404804921780798e-01,1.396173994973483601e-01,3.542421200104126644e-01,9.050446532371895003e+00,2.011004942008710827e+00,7.059942243150137742e+00,7.812868058957279649e-01,7.321815227817528582e-01,1.161049283948655031e+00
1.995300000000000000e+04,3.593550508586194070e-01,3.706163517473468061e-01,2.700285973941283224e-01,3.231645872088236615e+00,2.106139019427441195e+00,4.465412585358270015e+00,5.150069759566221483e-01,4.972769905833056003e-01,6.781397401912275802e-01
1.607300000000000000e+04,4.589994406259195192e-01,2.858079195203315770e-01,2.551926398537945895e-01,5.988613778329829884e+00,7.434446054973292028e+00,4.425187243277163063e+00,8.203306353773698323e-01,1.043313876386401606e+00,1.072796814175550173e+00
1.373600000000000000e+04,4.087405113386329281e-01,2.561020892169707519e-01,3.351573994443338700e-01,1.680216279433440763e+00,4.194491586799214744e+00,2.887896702821220796e+00,4.530829273203563767e-01,8.945956379673846159e-01,5.816469840694235005e-01
8.555000000000000000e+03,3.920430609065278516e-01,4.479778704790417510e-01,1.599790686144946517e-01,4.237813943417740425e+00,4.873615278048936794e+00,3.202005795528117371e+00,3.756671470028533077e-01,3.828795558675675559e-01,5.958290128563772381e-01
1.427900000000000000e+04,2.652291834625071787e-01,4.746513094923480724e-01,2.601195070450086910e-01,1.843924338363985393e+00,8.697070437353771055e+00,6.111662891620019522e+00,6.637261239271439184e-01,1.088708143369987669e+00,1.840591171435536078e+00
2.052800000000000000e+04,2.793573818197417347e-01,2.631859403642360373e-01,4.574566778159624980e-01,7.735974849557217148e+00,1.824041151164972785e+00,9.668406248809491288e+00,1.387643521472706976e+00,7.304219221820413832e-01,8.019129685300218080e-01
1.935300000000000000e+04,3.612789694748460567e-01,2.549934081489330651e-01,3.837276223761423855e-01,1.632882484521241739e+00,7.169943989461768474e+00,4.523963014155668816e+00,6.214078638375134522e-01,1.378250092840115570e+00,1.214903848280201926e+00
6.962000000000000000e+03,1.434515976724186903e-01,3.129779664469470313e-01,5.435704358806319192e-01,5.930853697489776977e+00,7.876138899204630839e+00,6.808910321882188477e+00,1.286091059752277443e+00,7.417646114347575814e-01,6.240657747445313985e-01
1.542100000000000000e+04,5.017948875253324115e-01,1.564217831624377109e-01,3.417833293122972682e-01,1.992011091468590012e+00,5.458059136491884011e+00,3.764989557295332467e+00,5.599062136422799929e-01,1.567971232842819473e+00,8.998419101848749158e-01
3.087000000000000000e+03,5.692583793461781783e-01,2.931077994513077711e-01,1.376338212023436869e-01,1.589190806954718260e+00,2.442777237895397580e+00,3.682062736329971830e+00,3.260474071797119233e-01,4.196522861354291534e-01,6.518320006660713872e-01
2.207500000000000000e+04,2.022935601614588297e-01,4.785805822497596895e-01,3.191258575886214977e-01,1.943023789061592010e+00,7.574901576085855126e+00,5.840050412059175855e+00,8.582991090978161486e-01,1.207129242783081091e+00,1.361078222971034979e+00
8.921000000000000000e+03,2.262271740211306559e-01,4.205409234663822216e-01,3.532319025124356915e-01,8.035234741349471577e+00,3.390839409044955399e+00,5.434028443827434884e+00,8.985674796182180346e-01,7.600408911593731220e-01,8.205067167537922757e-01
1.996800000000000000e+04,4.991500683965896523e-01,2.563879744144658135e-01,2.444619571888551890e-01,1.073349868492828563e+01,2.018928447297481554e+00,8.822617731218313608e+00,7.981029347007813080e-01,8.219662257478178580e-01,1.457176495635788882e+00
2.103400000000000000e+04,3.486049714550650824e-01,3.048107978916080318e-01,3.465842306533289396e-01,3.325344410573018994e+00,2.092748464043182377e+00,4.487006577829658838e+00,4.928505033926264822e-01,5.095020216898983323e-01,5.442604157680522858e-01
1.545900000000000000e+04,5.375014365037574793e-01,1.242851481321729512e-01,3.382134153640534158e-01,1.353430935698390458e+00,2.994359832277075473e+00,2.036117612944661648e+00,2.407715200764058705e-01,7.277552788945574891e-01,3.502554932919759167e-01
7.147000000000000000e+03,2.573987409706766649e-01,2.918709250214828743e-01,4.507303340078830933e-01,9.138729733339078010e+00,2.026727103286462217e+00,1.044378427027174894e+01,1.110809456964175546e+00,8.245053820486243357e-01,6.020444020153803422e-01
2.076400000000000000e+04,6.180693520256368423e-01,1.153941944079157067e-01,2.665364535664479506e-01,9.984667899477365438e+00,2.417364217641325030e+00,8.674147157722794432e+00,5.057901761630317905e-01,7.172243097821301427e-01,8.723790901305258361e-01
1.478400000000000000e+04,3.413881807810878466e-01,3.842890982511737441e-01,2.743227209677588374e-01,4.700902666901174420e+00,3.668876280018789515e+00,2.239797170903495172e+00,6.844810289754373889e-01,5.671909909776824410e-01,5.917492030696107630e-01
7.876000000000000000e+03,2.975713230249797947e-01,2.993998303281590334e-01,4.030288466468404107e-01,4.324827203722533042e+00,2.333690093669204213e+00,3.306637051493392043e+00,4.992753884464343206e-01,4.900130021836798244e-01,4.272771789161988187e-01
1.880400000000000000e+04,3.702042233117537884e-01,2.920943069821742011e-01,3.377014697059813053e-01,1.801059037931242335e+00,4.091109384097898705e+00,2.886867457113280189e+00,4.291119849459184565e-01,6.515850016034984149e-01,4.958986796937487340e-01
1.437700000000000000e+04,2.451437405116563273e-01,3.092507873730092616e-01,4.456054721152745701e-01,4.718783037199862029e+00,2.152463629983076387e+00,6.761215391246587103e+00,9.563983125415380648e-01,7.241762032837579799e-01,8.377397783777300599e-01
1.721800000000000000e+04,1.641309568273407182e-01,3.674474480217114758e-01,4.684215951509813625e-01,3.438998720926809582e+00,4.417603014408165052e+00,5.056864962406272923e+00,5.778966563044635185e-01,3.698282777391794784e-01,3.501343718252171167e-01
7.600000000000000000e+03,2.573929815254322739e-01,2.797599210587055074e-01,4.628470974158978568e-01,7.546368563508466742e+00,1.671326705863184658e+00,9.290774917044984704e+00,1.513202781458840462e+00,6.707620678305581396e-01,7.505254696286216554e-01
8.719000000000000000e+03,2.397966558755310618e-01,3.987701477681475648e-01,3.614331963562999461e-01,4.049032527904539158e+00,1.764431486817293449e+00,2.851063153109842485e+00,5.838431248409817753e-01,4.208231078368545042e-01,4.636010235031468585e-01
6.558000000000000000e+03,3.476318716557357247e-01,3.286972502764039517e-01,3.236708780678144159e-01,1.923153980641163718e+00,9.164901074551005777e+00,6.247083113921664932e+00,6.679961618157076453e-01,1.300368223056455275e+00,1.912279730626573526e+00
1.769500000000000000e+04,3.849713598675492121e-01,2.746494295407032049e-01,3.403792105917223254e-01,3.121204398261792523e+00,2.066962016984455364e+00,4.080459040629448531e+00,4.538583109771342494e-01,5.025931512508212684e-01,5.205224291635286438e-01
1.428400000000000000e+04,3.354889716131975730e-01,2.367251767243180038e-01,4.277858516626962260e-01,4.342607849406844522e+00,6.068362675793044225e+00,5.035781799152579730e+00,6.443662084744798957e-01,7.888137325538706612e-01,5.478890495368629043e-01
1.861200000000000000e+04,4.588183453120064925e-01,2.837991164771387909e-01,2.573825382107440274e-01,7.150561561552389200e+00,2.065919708284342793e+00,4.766825947569718558e+00,9.642913547513538575e-01,7.930295947816254909e-01,1.007921195664616132e+00
1.874900000000000000e+04,3.481402086654104000e-01,3.525779652349628757e-01,2.992818260995187551e-01,6.129018235898544553e+00,4.514815615541766469e+00,7.814920863641966697e+00,7.670551765953885770e-01,8.401194665636597669e-01,8.520741304957730744e-01
1.618500000000000000e+04,2.413831595362731230e-01,4.965236951273004351e-01,2.620931453363658514e-01,5.015394818866528936e+00,6.270399205517604990e+00,7.276110604717121788e+00,9.982860776316483387e-01,7.289571676932556921e-01,1.059134411121096520e+00
2.148700000000000000e+04,5.483942000102176584e-01,1.153403730947576977e-01,3.362654268950063252e-01,5.808717202117363421e+00,3.227078188195235509e+00,4.871653091505379507e+00,4.129962858798700287e-01,9.522369308901424967e-01,5.238584095184996015e-01
2.012500000000000000e+04,2.853516217167539892e-01,1.351456092017473964e-01,5.795027690815438559e-01,8.297219969476783419e+00,2.249219045790097571e+00,9.961360269365867381e+00,1.005929833777273297e+00,7.844924052026854833e-01,5.597464958691764636e-01
5.890000000000000000e+03,3.597513185553321002e-01,3.601121242879333773e-01,2.801365571566861168e-01,3.791849753560832426e+00,2.098086930796370098e+00,5.104017077816727976e+00,7.405657760397884593e-01,6.476840228045562808e-01,1.004731243015808628e+00
1.860200000000000000e+04,3.311744706371105851e-01,2.724970159169803341e-01,3.963285134459926251e-01,5.619722588593916157e+00,2.641420097617165119e+00,4.423554161530951490e+00,8.871367056012304797e-01,7.838667693944955106e-01,7.169023142576222973e-01
1.720600000000000000e+04,4.203523415944726005e-01,2.722362677729015523e-01,3.074113906323674983e-01,5.594948990139228862e+00,1.788140452625323507e+00,8.050705581755634554e+00,1.340233775571282093e+00,6.906025603799197388e-01,1.258647027274788277e+00
1.586600000000000000e+04,4.343346758095434357e-01,2.023180489893117995e-01,3.633472752008682360e-01,8.591971747143375637e+00,1.603034469635890247e+00,6.281354944412878005e+00,9.701393017890872494e-01,6.508285958375289448e-01,1.403982310883020723e+00
1.616300000000000000e+04,5.389933478446924386e-01,8.360264848455775666e-02,3.774040036709089274e-01,8.991035318148357547e+00,4.670497257615418896e+00,7.705384621088366970e+00,4.983699341943979566e-01,7.109159750715073889e-01,6.874493497114221308e-01
3.592000000000000000e+03,4.766483782152616810e-01,3.119382160287217584e-02,4.921578001819575943e-01,4.174704352059360524e+00,7.169038127320929377e+00,2.814627218858929858e+00,6.590407625093830379e-01,7.475870939193577369e-01,6.639445164797979082e-01
2.372000000000000000e+03,2.326774899028487276e-01,2.051471234833581736e-01,5.621753866137790823e-01,7.754067700492615067e+00,3.928616104650711982e+00,5.865165937575803845e+00,1.209501341272765984e+00,1.422361632709355783e+00,8.918411614715046065e-01
1.869700000000000000e+04,4.538337621068507244e-01,2.702665192447184506e-01,2.758997186483398978e-01,2.711439479370789662e+00,9.043535978102973161e+00,5.631723467314677656e+00,7.539324158898593753e-01,1.108439202563587855e+00,1.198108550166819608e+00
1.512900000000000000e+04,3.204474993558069085e-01,3.576227523859708546e-01,3.219297482580985026e-01,1.791750067913839617e+00,6.190057511827823156e+00,4.386637606775089182e+00,6.552075706277888933e-01,1.111672833313350095e+00,1.005097986361490614e+00
1.389600000000000000e+04,2.660822932544441577e-01,4.016176414902027925e-01,3.323000652554269352e-01,5.438840217182034031e+00,4.132905268154404510e+00,2.470810496008827073e+00,1.073428729129357828e+00,7.330031624575337190e-01,6.814181758562365410e-01
8.254000000000000000e+03,3.247850861018926616e-01,3.458945924123295601e-01,3.293203214858050898e-01,5.089344599065414698e+00,2.353223863506495483e+00,3.737872316922342897e+00,7.116777292944229671e-01,5.852492874841939141e-01,5.948788744976124532e-01
1.117200000000000000e+04,4.787640145724051388e-01,3.982956729634196114e-01,1.229403124640571082e-01,5.189454356821318726e+00,4.776638944904312289e+00,4.253888403625014192e+00,2.270757822357914180e-01,2.495052525697183110e-01,6.064843489239521990e-01
