# sn id, amp_1, mean_1, std_1
1.289800000000000000e+04,1.000000000000000000e+00,5.553967893573315884e+00,1.730217541695744821e+00
1.530100000000000000e+04,1.000000000000000000e+00,4.119719568998821302e+00,1.706247991309284728e+00
2.008400000000000000e+04,1.000000000000000000e+00,4.968487002666535979e+00,2.360230654507497139e+00
1.427900000000000000e+04,1.000000000000000000e+00,7.401267134477669707e+00,7.586632654772045292e-01
6.406000000000000000e+03,1.000000000000000000e+00,3.819774722452682347e+00,1.627796174077873914e+00
1.546100000000000000e+04,1.000000000000000000e+00,4.667034106506378066e+00,2.304656170001085247e+00
6.962000000000000000e+03,1.000000000000000000e+00,4.287107058939966464e+00,2.718140034630525115e+00
1.389600000000000000e+04,1.000000000000000000e+00,2.815122594040396553e+00,1.162601222190408068e+00
1.002800000000000000e+04,1.000000000000000000e+00,5.987647129741498375e+00,8.836024449315881268e-01
3.592000000000000000e+03,1.000000000000000000e+00,2.719925668162242793e+00,1.276766593928490456e+00
1.915500000000000000e+04,1.000000000000000000e+00,5.301023820879699144e+00,1.814341506298181583e+00
1.542500000000000000e+04,1.000000000000000000e+00,6.786793539022546007e+00,3.065625752481446309e+00
2.062500000000000000e+04,1.000000000000000000e+00,3.945051104643692241e+00,1.707190199368745498e+00
1.586600000000000000e+04,1.000000000000000000e+00,6.684111034274486940e+00,3.353548452403303237e+00
1.883500000000000000e+04,1.000000000000000000e+00,5.687229633446079013e+00,2.810126862884493093e+00
1.935300000000000000e+04,1.000000000000000000e+00,5.648859088969572007e+00,1.378708243442630321e+00
1.428400000000000000e+04,1.000000000000000000e+00,4.169322258152798888e+00,6.827679377922994952e-01
1.371000000000000000e+03,1.000000000000000000e+00,7.949264916422026594e+00,1.392312375875212060e+00
7.620000000000000000e+02,1.000000000000000000e+00,6.592656708157562662e+00,3.226847368612409728e+00
7.600000000000000000e+03,1.000000000000000000e+00,6.651158226232197990e+00,3.070614509586934826e+00
8.921000000000000000e+03,1.000000000000000000e+00,3.414849351966795510e+00,9.536943142077332070e-01
1.611600000000000000e+04,1.000000000000000000e+00,3.312981124997456561e+00,9.274977364646551647e-01
6.057000000000000000e+03,1.000000000000000000e+00,4.861266566764015806e+00,1.095331191012301364e+00
1.286000000000000000e+04,1.000000000000000000e+00,7.354821456974868887e+00,1.136701312128454822e+00
6.530000000000000000e+03,1.000000000000000000e+00,6.770316958966538401e+00,2.972714790216072434e+00
1.874900000000000000e+04,1.000000000000000000e+00,6.539530664365197588e+00,3.252099317526030209e+00
2.006400000000000000e+04,1.000000000000000000e+00,8.661615940031593297e+00,1.579390901720105989e+00
1.794000000000000000e+03,1.000000000000000000e+00,2.147440765834310206e+00,9.265977095587238921e-01
1.335400000000000000e+04,1.000000000000000000e+00,4.812446070123403530e+00,6.541955882754597607e-01
1.542100000000000000e+04,1.000000000000000000e+00,4.268989666298382168e+00,1.035830785198287307e+00
1.769500000000000000e+04,1.000000000000000000e+00,3.342593758023822303e+00,1.162746623940710711e+00
1.523400000000000000e+04,1.000000000000000000e+00,5.650129130775050967e+00,8.587945064702015019e-01
1.995300000000000000e+04,1.000000000000000000e+00,2.501097382152668747e+00,9.409717873195908577e-01
2.207500000000000000e+04,1.000000000000000000e+00,8.322688553724805871e+00,3.463887839096154941e+00
2.440000000000000000e+03,1.000000000000000000e+00,4.046129720011736985e+00,7.021588800481808335e-01
2.372000000000000000e+03,1.000000000000000000e+00,4.864949160444441034e+00,2.542554775241786302e+00
8.254000000000000000e+03,1.000000000000000000e+00,3.880345474674742778e+00,9.184023343804649242e-01
1.443700000000000000e+04,1.000000000000000000e+00,6.458817644942340230e+00,3.038471229583299849e+00
