This is the global photometry for the host galaxies of many SDSS-II SN
From DR12 via astroquery 0.3.4, by hand on SkyServer DR13, and Gupta 2011 redshift if none was found before

SNID	objid	ra	dec	PetroRad_r	u	g	r	i	z	err_u	err_g	err_r	err_i	err_z	redshift
		degree	degree	arcsec	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	
18749	1237663204919672933	12.5465860314	0.675718424323	3.074872	21.03475	19.18577	17.96521	17.4726	17.13923	0.1377504	0.01476868	0.008328042	0.008570405	0.01953204	0.1906259
18751	1237657191981449397	5.722428111	0.775911342337	2.714971	20.46334	18.69823	17.85059	17.44166	17.155	0.08408601	0.01044485	0.007650181	0.007958123	0.01749678	0.07101995
18782	1237657584949789257	39.2622037079	-0.866711915829	2.327523	21.83296	20.93444	19.53313	19.05659	18.64682	0.2109818	0.0462226	0.02026332	0.01919168	0.04696017	0.3669141
18890	1237663783130824890	16.4433830705	-0.759481450196	7.773663	20.46922	18.59008	17.69711	17.27341	16.96141	0.06620478	0.00904692	0.0066386	0.006366462	0.01236701	0.06646933
18927	1237663783144063045	46.6823695132	-0.754095009383	2.156243	24.63597	25.11437	19.80722	19.39199	18.95334	1.217415	0.908981	0.02394734	0.02465603	0.05701536	0.2129
18940	1237657191446610208	10.3486541866	0.411853512843	3.897579	21.28019	20.1785	19.45501	19.08973	19.04428	0.2446352	0.03765378	0.03078945	0.03263542	0.129795	0.2123936
18945	1237657189835866770	10.0779148897	-1.03910504435	1.80937	23.37218	21.79146	20.94512	20.63373	20.38423	0.7515811	0.09190467	0.06024457	0.06915155	0.20252	0.2791055
18965	1237666340798202045	13.5092128666	1.06891883078	2.552588	21.48992	20.1242	19.06506	18.64654	18.38984	0.2036549	0.025874	0.01642029	0.01746822	0.04633856	0.2059034
19002	1237657070092025931	42.6162042621	-0.551185004695	1.45397	21.78298	20.71942	19.58163	19.20895	18.83434	0.1895065	0.03204785	0.0189161	0.01965491	0.04992276	0.2709273
19008	1237656567046865395	331.963310027	-1.07004820125	2.031586	22.01007	20.65801	19.80121	19.29555	18.95199	0.2695917	0.03948944	0.02537451	0.02460621	0.07056363	0.2322
19027	1237656568119231185	328.884007664	-0.371783852357	1.646831	22.67237	22.12777	21.30506	21.27771	20.81564	0.437863	0.11882	0.08279807	0.114729	0.3299033	0.2926235
19029	1237656568119886673	330.395346885	-0.256871349336	1.644879	23.04213	22.01402	20.93154	20.86185	20.30621	0.601326	0.1067793	0.06122734	0.08615839	0.2165533	0.3195
19033	1237663457776043548	316.234655539	0.0609077262294	1.436631	23.39363	22.48139	21.71708	21.33753	20.93577	0.5927875	0.1105621	0.09221148	0.09254191	0.2874282	0.4047
19149	1237663783674315119	31.4604076959	-0.332586409488	2.045674	22.12811	21.11333	20.56405	20.23392	20.25015	0.2207861	0.04813594	0.04161435	0.04470046	0.1777027	0.2112804
19174	1237663785282371709	25.6597785971	1.03034942218	2.406646	21.10399	19.12536	17.95082	17.5033	17.18132	0.1212514	0.01196737	0.007294704	0.007284707	0.01550478	0.1661271
